id_Provincia,id_Partido,id_Localidad,Pais
3,201,1470,Argentina
3,159,1471,Argentina
3,159,1491,Argentina
3,0,1501,Argentina
3,0,1525,Argentina
3,239,1537,Argentina
3,0,1552,Argentina
3,40,1564,Argentina
3,400,1645,Argentina
3,2,1648,Argentina
3,400,1666,Argentina
3,387,1701,Argentina
3,40,1743,Argentina
3,2,1751,Argentina
3,159,1796,Argentina
3,285,1872,Argentina
3,239,1891,Argentina
3,157,1893,Argentina
3,40,1917,Argentina
3,400,1979,Argentina
3,285,1987,Argentina
3,157,1995,Argentina
3,238,2009,Argentina
3,239,2014,Argentina
3,157,2031,Argentina
