Localidad,id_Localidad
El Pueblito,1296
El Puesto,1297
El Quebrachal,1298
El Quebracho,1299
El Quemado,1300
El Quimilo,1301
El Rabón,1302
El Ramblón,1303
El Rastreador,1304
El Recodo,1305
El Recreo,1306
El Recuerdo,1307
El Redomón,1308
El Remanso,1309
El Retiro,1310
El Rincon,1311
El Rincón,1312
El Rodeo,1313
El Rosario,1314
El Salado,1315
El Salto,1316
El Sauce,1317
El Sauzal,1318
El Sauzalito,1319
El Sifon,1320
El Soberbio,1321
El Solar,1322
El Sombrero,1323
El Sosneado,1324
El Tabacal,1325
El Tala,1326
El Talar,1327
El Tipal - La Almudena,1328
El Toro,1329
El Trapiche,1330
El Trigo,1331
El Triunfo,1332
El Tropezon,1333
El Tropezón,1334
El Trébol,1335
El Tunal,1336
El Turbio (Est. Gobernador Mayer),1337
El Tuscal,1338
El Tío,1339
El Valle,1340
El Vergel,1341
El Vinagrillo,1342
El Volcán,1343
El Zampal,1344
El Zanjón,1345
El Zapallar,1346
El cazador,1347
Eldorado,1348
Elena,1349
Eleodoro Lobos,1350
Elisa,1351
Elortondo,1352
Elvira,1353
Embajador Martini,1354
Embalse,1355
Embarcación,1356
Emilia,1357
Emilio Ayarza,1358
Emilio V. Bunge,1359
Empalme San Carlos,1360
Empalme Villa Constitución,1361
Empedrado,1362
Energía,1363
Enrique Carbó,1364
Enrique Urién,1365
Ensenada,1366
Epuyén,1367
Ernestina,1368
Erézcano,1369
Escalada,1370
Esmeralda,1371
Espartillar,1372
Esperanza,1373
Espigas,1374
Esquel,1375
Esquina,1376
Esquina Negra,1377
Esquina del Alambre,1378
Esquiú,1379
Estacion Camet,1380
Estacion Presidente Roca,1381
Estacion Puiggari,1382
Estación Apóstoles,1383
Estación Arenales,1384
Estación Arroyo Clé,1385
Estación Aráoz,1386
Estación Atamisqui,1387
Estación Camps,1388
Estación Chapadmalal,1389
Estación Clucellas,1390
Estación Colonia Tirolesa,1391
Estación Escriña,1392
Estación General Obligado,1393
Estación La Punta,1394
Estación Lazo,1395
Estación Lecueder,1396
Estación Libertad,1397
Estación Luxardo,1398
Estación Mazán,1399
Estación Raíces,1400
Estación Robles,1401
Estación Saguier,1402
Estación Taboada,1403
Estación Tacañitas,1404
Estación Torrent,1405
Estación Yeruá,1406
Estación Yuquerí,1407
Estancia De Amieva,1408
Estancia Grande,1409
Estancia San Pedro,1410
Estancia Vieja,1411
Estancia de Guadalupe,1412
Estanislao Severo Zeballos,1413
Estanislao del Campo,1414
Esteban Agustín Gascón,1415
Esteban Rams,1416
Estela,1417
Esther,1418
Etruria,1419
Eufrasio Loza,1420
Eugenio Bustos,1421
Eusebia y Carolina,1422
Eustolia,1423
Ex Ingenio Esperanza,1424
Ex Ingenio Los Ralos,1425
Ex Ingenio Lujan,1426
Ex Ingenio Nueva Baviera,1427
Ezpeleta,1428
Ezpeleta Oeste,1429
FLORES,1430
FLORESTA,1431
Facundo,1432
Falda del Carmen,1433
Falda del Cañete,1434
Falucho,1435
Famaillá,1436
Famatanca,1437
Famatina,1438
Farallón Negro,1439
Faro,1440
Faustino M. Parera,1441
Febré,1442
Federación,1443
Federal,1444
Felicia,1445
Felipe Solá,1446
Felipe Yofré,1447
Fernández,1448
Ferri,1449
Ferré,1450
Fiambalá,1451
Fighiera,1452
Firmat,1453
Fitz Roy,1454
Fleming,1455
Florencia,1456
Florencio Varela,1457
Florentino Ameghino,1458
Florida,1459
Florida Oeste,1460
Fofo Cahuel,1461
Fontana,1462
Fontezuela,1463
Formosa,1464
Fortuna,1465
Fortín Acha,1466
Fortín Cabo 1º Lugones,1467
Fortín El Patria,1468
Fortín Inca,1469
Fortín Las Chuñas,1470
Fortín Lavalle,1471
Fortín Olavarría,1472
Fortín Olmos,1473
Fortín Sargento 1º Leyes,1474
Fortín Soledad,1475
Fortín Tiburcio,1476
Fracrán,1477
Fraga,1478
Fraile Pintado,1479
Francisco Alvarez,1480
Francisco Madero,1481
Franck,1482
Franklin,1483
Fray Luis Beltrán,1484
Frente Mar,1485
Freyre,1486
Frontera,1487
Frontera de Río Pico,1488
Frías,1489
Fuentes,1490
Fuerte Esperanza,1491
Fuerte Quemado,1492
Funes,1493
Fátima,1494
GENERAL BELGRANO,1495
GENERAL GUTIERREZ,1496
Gaboto,1497
Gahan,1498
Gaiman,1499
Gan Gan,1500
Gancedo,1501
Gaona,1502
Garabato,1503
Garayalde,1504
Gardey,1505
Garibaldi,1506
Garmendia,1507
Garruchos,1508
Garré,1509
Garuhapé,1510
Garupá,1511
Garza,1512
Garín,1513
Gastre,1514
Gato Colorado,1515
General Acha,1516
General Almada,1517
General Alvear,1518
General Arenales,1519
General Baldissera,1520
General Ballivián,1521
General Belgrano,1522
General Cabrera,1523
General Campos,1524
General Capdevila,1525
General Conesa,1526
General Daniel Cerri (Est. General Cerri),1527
General Deheza,1528
General Enrique Godoy,1529
General Fernández Oro,1530
General Fotheringham,1531
General Galarza,1532
General Gelly,1533
General Guido,1534
General Güemes,1535
General Hornos,1536
General José de San Martín,1537
General Juan Madariaga,1538
General La Madrid,1539
General Lagos,1540
General Las Heras (Est. Las Heras),1541
General Lavalle,1542
General Levalle,1543
General Lucio Victorio Mansilla,1544
General Mansilla (Est. Bartolomé Bavio),1545
General Manuel J. Campos,1546
General Mosconi,1547
General O'Brien,1548
General Pacheco,1549
General Paz,1550
General Pico,1551
General Pinedo,1552
General Pinto,1553
General Pirán,1554
General Pizarro,1555
General Racedo,1556
General Ramírez,1557
General Rivas,1558
General Roca,1559
General Rodríguez,1560
General Rojo,1561
General San Martín (Est. Villa Alba),1562
General Urquiza,1563
General Vedia,1564
General Villegas (Est. Villegas),1565
Gerli,1566
Germania (Est. Mayor José Orellano),1567
Gessler,1568
Gilbert,1569
Girodias,1570
Glew,1571
Gobernador Benegas,1572
Gobernador Castro,1573
Gobernador Costa,1574
Gobernador Crespo,1575
Gobernador Duval,1576
Gobernador Echagüe,1577
Gobernador Gregores,1578
Gobernador Igr. Valentín Virasoro,1579
Gobernador Juan E. Martínez,1580
Gobernador Julio A. Costa,1581
Gobernador López,1582
Gobernador Mansilla,1583
Gobernador Roca,1584
Gobernador Solá,1585
Gobernador Udaondo,1586
Gobernador Ugarte,1587
Godoy,1588
Godoy Cruz,1589
Goldney,1590
Golondrina,1591
Gonzalez Catán,1592
González Moreno,1593
Gorchs,1594
Gorostiaga,1595
Goudge,1596
Gowland,1597
Goya,1598
Goyena,1599
Gramilla,1600
Gran China,1601
Gran Guardia,1602
Granadero Baigorria,1603
Grand Bourg,1604
Graneros,1605
Gregoria Pérez de Denis (Est. El Nochero),1606
Gregorio De Laferrere,1607
Grunbein,1608
Grutly,1609
Guachipas,1610
Guadalcazar,1611
Guadalupe Norte,1612
Gualeguay,1613
Gualeguaychú,1614
Gualjaina,1615
Guaminí,1616
Guanacache,1617
Guanaco Muerto,1618
Guanchín,1619
Guandacol,1620
Guaraní,1621
Guardamonte,1622
Guardia Escolta,1623
Guardia Mitre,1624
Guasapampa,1625
Guatimozín,1626
Guatraché,1627
Guaviraví,1628
Guayamba,1629
Guaymallén,1630
Guernica,1631
Guerrero,1632
Guerrico,1633
Guillermo E. Hudson,1634
Gunther,1635
Gálvez,1636
Gómez,1637
Gödeken,1638
Gütemberg,1639
Haedo,1640
Hale,1641
Hambis,1642
Hasenkamp,1643
Hasse,1644
Haumonía,1645
Helvecia,1646
Henderson,1647
Hermoso Campo,1648
Hernandarias,1649
Hernando,1650
Hernán Mejía Miraval,1651
Hernández,1652
Herradura,1653
Herrera,1654
Herrera Vegas,1655
Hersilia,1656
Hickman,1657
Hilario Ascasubi,1658
Hinojo,1659
Hipatia,1660
Hipólito Bouchard,1661
Hipólito Yrigoyen,1662
Hipólito Yrigoyen (Est. Iturbe),1663
Hito 1,1664
Hocker,1665
Horquilla,1666
Hortensia,1667
Huacalera,1668
Huaco,1669
Hualfín,1670
Hualtaran,1671
Huanchillas,1672
Huanguelén,1673
Huanqueros,1674
Huaycama,1675
Hucal,1676
Huerta Grande,1677
Hughes,1678
Huillapima,1679
Huinca Renancó,1680
Huinganco,1681
Humahuaca,1682
Humberto Primo,1683
Humboldt,1684
Hurlingham,1685
Huyamampa,1686
Huáncar,1687
Ibarlucea,1688
Ibarreta,1689
Ibicuy,1690
Icaño,1691
Idiazabal,1692
Iglesia,1693
Ignacio Correas,1694
Iltico,1695
Impira,1696
Independencia,1697
Indio Rico,1698
Infanzón,1699
Ingeniero Adolfo Sourdeaux,1700
Ingeniero Barbet,1701
Ingeniero Chanourdie,1702
Ingeniero Forres (Est. Chaguar Punco),1703
Ingeniero Foster,1704
Ingeniero Giagnoni,1705
Ingeniero Guillermo N. Juárez,1706
Ingeniero Gustavo André,1707
Ingeniero Jacobacci,1708
Ingeniero Juan Allan,1709
Ingeniero Luiggi,1710
Ingeniero Luis A. Huergo,1711
Ingeniero Maschwitz,1712
Ingeniero Miguel Sajaroff,1713
Ingeniero Moneta,1714
Ingeniero Otto Krause,1715
Ingeniero Pablo Nogués,1716
Ingeniero Thompson,1717
Ingeniero White,1718
Ingenio Fronterita,1719
Ingenio La Florida,1720
Ingenio Primer Correntino,1721
Ingenio San Pablo,1722
Ingenio Santa Barbara,1723
Inocencio Sosa,1724
Inriville,1725
Integración,1726
Intendente Alvear,1727
Intihuasi,1728
Intiyaco,1729
Inés Indart,1730
Irala,1731
Irazusta,1732
Irene,1733
Irigoyen,1734
Irineo Portela,1735
Iruya,1736
Isca Yacu,1737
Isca Yacu Semaul,1738
Isidro Casanova,1739
Isla Santiago (Oeste),1740
Isla Verde,1741
Isla de Cañas,1742
Isla del Cerrito,1743
Itacaruaré,1744
Italó,1745
Itatí,1746
Ituzaingó,1747
Ituzaingó Centro,1748
Ituzaingó Sur,1749
Itá Ibaté,1750
Itín,1751
JESUS NAZARENO,1752
Jacinto Arauz,1753
Jacinto L. Aráuz,1754
Jacipunco,1755
Jagüé,1756
Jaime Prats,1757
Jama,1758
James Craik,1759
Jaramillo,1760
Jardín América,1761
Jardín Arenales,1762
Jarilla,1763
Jeppener,1764
Jesús María,1765
Joaquin Gorina,1766
Joaquín V. González,1767
Jocolí,1768
Jocolí Viejo,1769
Jorge Born,1770
Jose Hernandez,1771
Jose Ingenieros,1772
Jose Melchor Romero,1773
Jose Mármol,1774
Josefina,1775
José B. Casas,1776
José C Paz,1777
José Juan Almeyra,1778
José Maria Ezeiza,1779
José María Jáuregui (Est. Jáuregui),1780
José Rafael Gómez,1781
José de San Martín,1782
José de la Quintana,1783
Joyango,1784
Juan A. Pradere,1785
Juan A. de la Peña,1786
Juan Anchorena (Est. Urquiza),1787
Juan B. Molina,1788
Juan Bautista Alberdi,1789
Juan Bautista Alberdi (Est. Alberdi),1790
Juan Cousté (Est. Algarrobo),1791
Juan E. Barra,1792
Juan F. Ibarra,1793
Juan G. Bazán,1794
Juan Jorba,1795
Juan José Castelli,1796
Juan José Paso,1797
Juan Llerena,1798
Juan María Gutierrez,1799
Juan N. Fernández,1800
Juan Pujol,1801
Juan W. Gez,1802
Juana Koslay,1803
Jubileo,1804
Juella,1805
Julia Dufour,1806
Juncal,1807
Junín,1808
Junín de los Andes,1809
Justiniano Posse,1810
Justo Daract,1811
Juventud Unida,1812
KILOMETRO 11 (GUAYMALLEN),1813
KM. 3 - General Mosconi,1814
KM. 5 - Presidente Ortiz,1815
KM. 8 - Don Bosco,1816
Kilómetro 101,1817
Kilómetro 115,1818
Kilómetro 17,1819
Kilómetro 30,1820
Kilómetro 658,1821
Km. 11 - Cuarteles,1822
Koluel Kaike,1823
LAS CAÑAS,1824
LAS TORTUGAS,1825
LINIERS,1826
LUZURIAGA,1827
La Adela,1828
La Aguada,1829
La Almona,1830
La Angelina,1831
La Angelita,1832
La Arboleda,1833
La Armonía,1834
La Aurora,1835
La Aurora (Est. La Niña),1836
La Avenencia,1837
La Bajada,1838
La Baliza,1839
La Banda,1840
La Batea,1841
La Beba,1842
La Boca del Río,1843
La Botija,1844
La Brava,1845
La Brea,1846
La Buitrera,1847
La Cabral,1848
La Caldera,1849
La Calera,1850
La Caleta,1851
La Candelaria,1852
La Capilla,1853
La Carbonada,1854
La Carlota,1855
La Carolina,1856
La Carrera,1857
La Carreta,1858
La Cautiva,1859
La Cañada,1860
La Celestina,1861
La Central,1862
La Cesira,1863
La Chilca,1864
La Chimbera,1865
La Chispa,1866
La Choza,1867
La Cieneguita,1868
La Ciénaga y Barrio San Rafael,1869
La Ciénega,1870
La Clarita,1871
La Clotilde,1872
La Cocha,1873
La Colina,1874
La Colonia,1875
La Constancia,1876
La Consulta,1877
La Corita,1878
La Cortadera,1879
La Criolla,1880
La Criolla (Est. Cañadita),1881
La Cruz,1882
La Cuadra,1883
La Cumbre,1884
La Cumbrecita,1885
La Delfina,1886
La Donosa,1887
La Dorada,1888
La Dormida,1889
La Dársena,1890
La Eduvigis,1891
La Emilia,1892
La Escondida,1893
La Esperanza,1894
La Esquina,1895
La Falda,1896
La Falda De San Antonio,1897
La Firmeza,1898
La Floresta,1899
La Florida,1900
La Francia,1901
La Gallareta,1902
La Gilda,1903
La Gloria,1904
La Granja,1905
La Guardia,1906
La Higuera,1907
La Hoyada,1908
La Humada,1909
La Intermedia,1910
La Invencible,1911
La Invernada,1912
La Isleta,1913
La Juanita,1914
La Laguna,1915
La Larga,1916
La Leonesa,1917
La Libertad,1918
La Limpia,1919
La Llave Nueva,1920
La Lobería,1921
La Loma,1922
La Lomita,1923
La Lonja,1924
La Lucila,1925
La Luisa,1926
La Majada,1927
La Manga,1928
La Manuela,1929
La Maroma,1930
La Maruja,1931
La Mendieta,1932
La Merced,1933
La Merced del Encón,1934
La Mesada,1935
La Misión,1936
La Morada,1937
La Nena,1938
La Nueva Donosa,1939
La Paisanita,1940
La Pala,1941
La Palestina,1942
La Pampa,1943
La Paquita,1944
La Para,1945
La Paz,1946
La Pelada,1947
La Penca y Caraguatá,1948
La Perla,1949
La Petra,1950
La Picada,1951
La Plata,1952
La Playa,1953
La Playosa,1954
La Población,1955
La Poma,1956
La Posta,1957
La Primavera,1958
La Providencia,1959
La Puerta,1960
La Punilla,1961
La Punta,1962
La Puntilla,1963
La Quiaca,1964
La Quinta,1965
La Ramada,1966
La Ramadita,1967
La Rancherita,1968
La Redonda,1969
La Reducción,1970
La Reforma,1971
La Reja,1972
La Represita,1973
La Ribera,1974
La Rica,1975
La Rinconada,1976
La Rioja,1977
La Rubia,1978
La Sabana,1979
La Salvadora,1980
La Sarita,1981
La Serranita,1982
La Silleta,1983
La Sofía,1984
La Tablada,1985
La Tercena,1986
La Tigra,1987
La Toma,1988
La Tordilla,1989
La Totora,1990
La Travesía,1991
La Trinidad,1992
La Unión,1993
La Vanguardia,1994
La Verde,1995
La Vertiente,1996
La Violeta,1997
La Viña,1998
Labarden,1999
Laborde,2000
Labordeboy,2001
Laboulaye,2002
Lafinur,2003
Lago Blanco,2004
Lago Epuyén,2005
Lago Puelo,2006
Lago Rosario,2007
Laguna Alsina (Est. Bonifacio),2008
Laguna Blanca,2009
Laguna Brava,2010
Laguna Escondida,2011
Laguna Gallo,2012
Laguna Larga,2013
Laguna Limpia,2014
Laguna Naick-Neck,2015
Laguna Paiva,2016
Laguna Vitel,2017
Laguna Yema,2018
Laguna de Lobos,2019
Laguna del Pescado,2020
Lagunillas de Farallón,2021
Lagunita Salada,2022
Laharrague,2023
Lamadrid,2024
Lamarque,2025
Lampacito,2026
Landeta,2027
Lanteri,2028
Lanús Este,2029
Lanús Oeste,2030
Lapachito,2031
Laplacette,2032
Laprida,2033
Larguía,2034
Larrechea,2035
Larroque,2036
Lartigau,2037
Las Acequias,2038
Las Aguadas,2039
Las Albahacas,2040
Las Armas,2041
Las Arrias,2042
Las Avispas,2043
Las Bahamas,2044
Las Bajadas,2045
Las Bandurrias,2046
Las Barrancas,2047
Las Barranquitas,2048
Las Bayas,2049
Las Breñas,2050
Las Caleras,2051
Las Calles,2052
Las Carabelas,2053
Las Carditas,2054
Las Catitas,2055
Las Cañadas,2056
Las Cañas,2057
Las Cejas,2058
Las Chacras,2059
Las Chacritas,2060
Las Chimbas,2061
Las Coloradas,2062
Las Compuertas,2063
Las Corzuelas,2064
Las Costas,2065
Las Cuevas,2066
Las Delicias,2067
Las Encadenadas,2068
Las Esquinas,2069
Las Flores,2070
Las Garcitas,2071
Las Garzas,2072
Las Gramillas,2073
Las Grutas,2074
Las Guachas,2075
Las Heras,2076
Las Higueras,2077
Las Isletas,2078
Las Isletillas,2079
Las Jarillas,2080
Las Jaulas,2081
Las Juntas,2082
Las Junturas,2083
Las Lagunas,2084
Las Lagunitas,2085
Las Lajas,2086
Las Lajitas,2087
Las Leñas,2088
Las Lomitas,2089
Las Malvinas,2090
Las Marianas,2091
Las Martinetas,2092
Las Mojarras,2093
Las Moscas,2094
Las Oscuras,2095
Las Ovejas,2096
Las Palmas,2097
Las Palmeras,2098
Las Palmitas,2099
Las Palomas,2100
Las Parejas,2101
Las Perdices,2102
Las Perlas,2103
Las Petacas,2104
Las Peñas,2105
Las Piedritas,2106
Las Pircas,2107
Las Playas,2108
Las Plumas,2109
Las Rabonas,2110
Las Rosas,2111
Las Saladas,2112
Las Tahonas,2113
Las Talas,2114
Las Talas - Los Médanos,2115
Las Tapias,2116
Las Tejas,2117
Las Tinajas,2118
Las Toninas,2119
Las Toscas,2120
Las Tunas,2121
Las Varas,2122
Las Varillas,2123
Las Vegas,2124
Las Vertientes,2125
Las Violetas,2126
Lastenia,2127
Lavaisse,2128
Lavalle,2129
Lazzarino,2130
Leandro N. Alem,2131
Leguizamón,2132
Lehmann,2133
Leleque,2134
Leones,2135
Lezica y Torrezuri,2136
León,2137
Libertad,2138
Libertador General San Martín (Est. Ledesma),2139
Liborio Luna,2140
Licenciado Matienzo,2141
Lilo Viejo,2142
Lima,2143
Limay Mahuida,2144
Lin Calel,2145
Lincoln,2146
Lisandro Olmos,2147
Liviara,2148
Llambi Campbell,2149
Llavallol,2150
Llulluchayoc,2151
Lobería,2152
Lobos,2153
Logroño,2154
Loma Alta,2155
Loma Blanca,2156
Loma Bola,2157
Loma Hermosa,2158
Loma Verde,2159
Lomas Blancas,2160
Lomas De Zamora,2161
Lomas Del Mirador,2162
Lomas de Copello,2163
Lomas de Vallejos,2164
Lomas del Río Luján (Est. Río Luján),2165
Loncopué,2166
Londres,2167
Longchamps,2168
Lonquimay,2169
Loreto,2170
Loro Huasi,2171
Los Algarrobos Blancos,2172
Los Alisos,2173
Los Altares,2174
Los Altos,2175
Los Amores,2176
Los Angeles,2177
Los Angeles Norte,2178
Los Angeles Sur,2179
Los Antiguos,2180
Los Baldecitos,2181
Los Balverdis,2182
Los Barriales,2183
Los Berros,2184
Los Blancos,2185
Los Cachorros,2186
Los Cajones,2187
Los Callejones,2188
Los Campamentos,2189
Los Cardales,2190
Los Cardos,2191
Los Cardozos,2192
Los Castillos,2193
Los Catutos,2194
Los Cedros - Las Quintas,2195
Los Cerrillos,2196
Los Charrúas,2197
Los Chañaritos,2198
Los Chiriguanos,2199
Los Cipreses,2200
Los Cisnes,2201
Los Cocos,2202
Los Comederos,2203
Los Compartos,2204
Los Conquistadores,2205
Los Corrales,2206
Los Corralitos,2207
Los Cóndores,2208
Los Frentones,2209
Los Gutierrez,2210
Los Helechos,2211
Los Hornillos,2212
Los Hornos,2213
Los Hoyos,2214
Los Indios,2215
Los Juríes,2216
Los Lapachos (Est. Maquinista Verón),2217
Los Laureles,2218
Los Lobos,2219
Los Manantiales,2220
Los Medanos,2221
Los Menucos,2222
Los Miches,2223
Los Miranda,2224
Los Mistoles,2225
Los Molinos,2226
Los Molles,2227
Los Muchachos - La Alborada,2228
Los Nacimientos,2229
Los Naranjos,2230
Los Nogales,2231
Los Núñez,2232
Los Overos,2233
Los Palacios,2234
Los Penitentes,2235
Los Pinos,2236
Los Pirpintos,2237
Los Polvorines,2238
Los Pozos,2239
Los Puestos,2240
Los Quemados,2241
Los Quiroga,2242
Los Quirquinchos,2243
Los Ralos,2244
Los Ramblones,2245
Los Reartes,2246
Los Reyunos,2247
Los Robles,2248
Los Romeros,2249
Los Sarmientos,2250
Los Sauces,2251
Los Soria,2252
Los Surgentes,2253
Los Talares,2254
Los Talas,2255
Los Telares,2256
Los Tigres,2257
Los Toldos,2258
Los Troncos Del Talar,2259
Los Varela,2260
Los Zapallos,2261
Los Zorros,2262
Los Árboles,2263
Loteo Costa de Río,2264
Loteo Navea,2265
Loteo San Vicente,2266
Loventué,2267
Lozada,2268
Lozano,2269
Lozano (Ap. Chañi),2270
Luan Toro,2271
Luca,2272
Lucas González,2273
Lucas Monteverde,2274
Lucila Del Mar,2275
Lucio V. López,2276
Lucio V. Mansilla,2277
Lugones,2278
Luis Beltrán,2279
Luis Burela,2280
Luis Guillón,2281
Luis Palacios (Est. La Salada),2282
Luján,2283
Luján de Cuyo,2284
Lules,2285
Lumbreras,2286
Luque,2287
Lutti,2288
Luyaba,2289
Líbano,2290
Líbaros,2291
López,2292
López (Est. San Martín de Tours),2293
López Lecube,2294
MATADEROS,2295
MAYOR DRUMMOND,2296
MONSERRAT,2297
MONTE CASTRO,2298
Macachín,2299
Macapillo,2300
Machagai,2301
Machigasta,2302
Maciel,2303
Maciá,2304
Maco,2305
Macomitas,2306
Magdala,2307
Magdalena,2308
Maggiolo,2309
Maimará,2310
Mainqué,2311
Maipú,2312
Makallé,2313
Malabrigo,2314
Malagueño,2315
Malanzán,2316
Malargüe,2317
Malbrán,2318
Malena,2319
Malligasta,2320
Mallín,2321
Mallín Ahogado,2322
Malvinas Argentinas,2323
Mamuel Choique,2324
Manantiales,2325
Manfredi,2326
Mansupa,2327
Manuel B Gonnet,2328
Manuel B. Gonnet (Est. French),2329
Manuel García Fernández,2330
Manuel J. Cobo (Est. Lezama),2331
Manuel Ocampo,2332
Manzanares,2333
Manzano Amargo,2334
Manzone,2335
Maquinchao,2336
Maquinista F. Savio (este),2337
Maquinista F. Savio (oeste),2338
Maquinista Gallini,2339
Maquito,2340
Mar Azul,2341
Mar Chiquita,2342
Mar De Las Pampas,2343
Mar de Ajó - San Bernardo,2344
Mar de Cobo,2345
Mar del Plata,2346
Mar del Sur,2347
Marayes,2348
Marcelino Escalada,2349
Marcelino Ugarte (Est. Dennehy),2350
Marcos Juárez,2351
Marcos Paz,2352
Margarita,2353
Margarita Belén,2354
Mari Menuco,2355
Mariano Acosta,2356
Mariano Benítez,2357
Mariano Boedo,2358
Mariano H. Alfonzo (Est. San Patricio),2359
Mariano I. Loza (Est. Justino Solari),2360
Mariano Moreno,2361
Mariano Unzué,2362
Marmol Verde,2363
Martín Coronado,2364
Martín de Loyola,2365
Martínez,2366
Marull,2367
María Grande,2368
María Ignacia (Est. Vela),2369
María Juana,2370
María Luisa,2371
María Magdalena,2372
María Susana,2373
María Teresa,2374
Massey (Est. Elordi),2375
Matará,2376
Matheu,2377
Matilde,2378
Matorrales,2379
Mattaldi,2380
Mauricio Hirsch,2381
Mauricio Mayer,2382
Mayor Buratovich,2383
Mayu Sumaj,2384
Maza,2385
Maíz Negro,2386
Mbopicuá,2387
Mburucuyá,2388
Mechita,2389
Mechita (Est. Mecha),2390
Mechongué,2391
Medanitos,2392
Medellín,2393
Media Naranja,2394
Medina,2395
Medrano,2396
Melincué (Est. San Urbano),2397
Melo,2398
Mencué,2399
Mendiolaza,2400
Mendoza,2401
Mercedes,2402
Merlo,2403
Mesilla Del Cura,2404
Mesón de Fierro,2405
Metileo,2406
Metán Viejo,2407
Mi Granja,2408
Mi Valle,2409
Micaela Cascallares (Est. Cascallares),2410
Miguel Cané,2411
Miguel Riglos,2412
Miguel Torres,2413
Milagro,2414
Milenica,2415
Mina 3,2416
Mina 9 de Octubre,2417
Mina Clavero,2418
Mina Providencia,2419
Mina Santa Teresita,2420
Minerva,2421
Ministro Ramos Mexía,2422
Ministro Rivadavia,2423
Mira Pampa,2424
Miraflores,2425
Miramar,2426
Miranda,2427
Misarrumi,2428
Misión Chaqueña,2429
Misión El Cruce - El Milagro - El Jardín de San Martín,2430
Misión Kilómetro 6,2431
Misión Tacaagle,2432
Misión Tierras Fiscales,2433
Mocoretá,2434
Moctezuma,2435
Mogna,2436
Moisés Ville,2437
Mojones Norte,2438
Mojón Grande,2439
Mojón de Fierro,2440
Molino Doll,2441
Molinos,2442
Mones Cazón,2443
Monigotes,2444
Monje,2445
Monte Buey,2446
Monte Caseros,2447
Monte Chingolo,2448
Monte Comán,2449
Monte Flores,2450
Monte Grande,2451
Monte Hermoso,2452
Monte Leña,2453
Monte Maíz,2454
Monte Nievas,2455
Monte Potrero,2456
Monte Quemado,2457
Monte Ralo,2458
Monte Vera,2459
Monte de los Gauchos,2460
Monte del Rosario,2461
Monteagudo,2462
Montecarlo,2463
Montecaseros,2464
Montecristo,2465
Montefiore,2466
Monteros,2467
Monterrico,2468
Montes de Oca,2469
Moquehue,2470
Moquehuá,2471
Morales,2472
Morea,2473
Moreno,2474
Moron,2475
Morrison,2476
Morse,2477
Morteros,2478
Mosmota,2479
Mundo Nuevo,2480
Munro,2481
Murphy,2482
Mussi,2483
Mutquin,2484
Muñiz,2485
Mártires,2486
Máximo Fernández (Est. Juan F. Salaberry),2487
Máximo Paz,2488
Máximo Paz (Est. Paz),2489
Médanos,2490
NUEVA POMPEYA,2491
NUÑEZ,2492
Nación Ranquel,2493
Nahuel Mapá,2494
Nahuel Niyeu,2495
Naicó,2496
Napaleofú,2497
Napalpí,2498
Napenay,2499
Naranjo Esquino,2500
Naré,2501
Naschel,2502
Naupa Huen,2503
Navarro,2504
Navia,2505
Nazareno,2506
Necochea - Quequén,2507
Nelson,2508
Nemesio Parma,2509
Neuquén,2510
Nicanor Olivera (Est. La Dulce),2511
Nicolás Bruzzone,2512
Niquivil,2513
Noetinger,2514
Nogolí,2515
Nogoyá,2516
Nono,2517
Nonogasta,2518
Norberto de la Riestra,2519
Nordelta,2520
Norumbega,2521
Nucleo I,2522
Nucleo Ii,2523
Nuestra Señora de Talavera,2524
Nuestra Señora del Rosario,2525
Nuestra Señora del Rosario de Caá Catí,2526
Nueva California,2527
Nueva Delicia,2528
Nueva Escocia,2529
Nueva Esperanza,2530
Nueva Francia,2531
Nueva Galia,2532
Nueva Lehmann,2533
Nueva Plata,2534
Nueva Pompeya,2535
Nueva Trinidad,2536
Nueva Vizcaya,2537
Nuevo Pirquitas,2538
Nuevo Torino,2539
Nácate,2540
O'Higgins,2541
Oasis,2542
Oberá,2543
Obispo Trejo,2544
Obligado,2545
Ochandío,2546
Ocloyas,2547
Octavio Pico,2548
Ojeda,2549
Ojo Del Rio,2550
Ojos de Agua,2551
Olacapato,2552
Olaeta,2553
Olaroz Chico,2554
Olascoaga,2555
Olavarría,2556
Olegario V. Andrade,2557
Oliden,2558
Oliva,2559
Olivares de San Nicolás,2560
Olivera,2561
Oliveros,2562
Olivos,2563
Olpas,2564
Olta,2565
Onagoity,2566
Oncativo,2567
Open Door (Est. Dr. Domingo Cabred),2568
Oratorio,2569
Ordoqui,2570
Ordóñez,2571
Orense,2572
Oriente,2573
Oro Verde,2574
Orosmayo,2575
Ostende,2576
Osvaldo Magnasco,2577
PALERMO,2578
PALMIRA,2579
PARQUE AVELLANEDA,2580
PARQUE CHACABUCO,2581
PARQUE CHAS,2582
PARQUE PATRICIOS,2583
PATERNAL,2584
PEDRO MOLINA,2585
PUERTO MADERO,2586
Pablo Podestá,2587
Pacará,2588
Pacheco de Melo,2589
Padre Lozano,2590
Pagancillo,2591
Pago Chico,2592
Paicone,2593
Pajas Blancas,2594
Pala Pala,2595
Palacios,2596
Palca de Aparzo,2597
Palca de Varas,2598
Palma Sola,2599
Palmar Grande,2600
Palo Blanco,2601
