ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,4G,3G,TELEFONIAFIJA,WIRELESS,SATELITAL,id_Provincia,id_Localidad,id_Partido
--,--,--,SI,SI,--,SI,SI,--,20,1947,231
SI,--,--,SI,SI,SI,SI,--,SI,20,2121,231
--,--,--,--,SI,--,SI,SI,--,20,2371,231
SI,--,--,--,SI,--,SI,SI,--,20,2378,231
SI,--,--,--,SI,--,--,SI,--,20,2539,231
SI,--,--,SI,SI,SI,SI,SI,--,20,2706,231
--,--,--,--,--,--,--,--,--,20,2737,231
--,--,--,--,SI,SI,SI,SI,--,20,2796,231
--,--,--,--,SI,--,SI,SI,--,20,2798,231
SI,--,--,--,--,--,SI,SI,--,20,3035,231
--,--,--,--,SI,SI,SI,SI,--,20,3066,231
SI,SI,--,SI,SI,SI,SI,SI,--,20,3084,231
--,SI,--,--,SI,--,SI,SI,--,20,3086,231
SI,SI,--,--,SI,SI,SI,SI,--,20,3087,231
--,--,--,SI,SI,SI,SI,SI,--,20,3134,231
SI,--,--,SI,SI,SI,SI,SI,--,20,3132,231
--,--,--,--,--,--,SI,--,--,20,3164,231
--,SI,--,--,SI,SI,SI,--,--,20,3209,231
--,--,--,--,SI,--,SI,SI,--,20,3251,231
--,--,--,SI,SI,SI,SI,SI,--,20,860,202
--,--,--,--,--,--,--,SI,--,20,939,202
SI,SI,--,SI,SI,SI,SI,SI,--,20,1039,202
--,--,--,--,--,--,--,SI,--,20,2034,202
--,SI,--,--,SI,--,SI,SI,--,20,2276,202
SI,--,--,SI,SI,SI,--,--,--,20,2562,202
--,SI,--,--,SI,SI,SI,SI,--,20,2799,202
SI,--,--,--,SI,SI,SI,SI,--,20,3060,202
SI,--,--,SI,SI,--,SI,SI,--,20,3284,202
SI,--,--,SI,SI,SI,SI,SI,--,20,3420,202
SI,--,--,SI,SI,SI,SI,SI,--,20,3627,202
--,--,--,--,--,--,--,SI,--,20,3684,202
--,--,--,--,--,--,--,SI,SI,20,3685,202
--,--,--,--,SI,SI,--,SI,--,20,158,217
SI,--,--,--,SI,SI,SI,--,--,20,1452,336
SI,SI,--,SI,SI,SI,SI,SI,SI,20,1493,336
SI,--,--,SI,SI,SI,SI,SI,SI,20,1540,336
--,SI,--,SI,SI,SI,SI,SI,--,20,1603,336
--,SI,--,SI,SI,SI,SI,SI,--,20,1688,336
--,--,--,--,SI,SI,--,SI,SI,20,1817,336
--,--,--,--,--,--,--,--,--,20,2228,336
SI,--,--,--,SI,SI,--,--,--,20,2450,336
SI,--,--,SI,SI,SI,SI,SI,SI,20,2884,336
--,SI,--,SI,SI,--,--,--,--,20,2727,336
SI,--,--,SI,SI,SI,SI,--,SI,20,2806,336
--,SI,--,--,SI,--,SI,--,--,20,2818,336
SI,--,--,SI,SI,--,SI,SI,--,20,2823,336
--,--,--,--,SI,--,--,--,--,20,2837,336
SI,SI,SI,SI,SI,SI,SI,SI,SI,20,2996,336
SI,SI,--,--,SI,SI,SI,--,--,20,3314,336
SI,SI,--,SI,--,--,SI,SI,--,20,3549,336
--,SI,--,--,--,--,SI,--,--,20,3839,336
SI,SI,--,SI,SI,SI,SI,SI,--,20,3659,336
SI,SI,--,--,SI,SI,SI,SI,--,20,3898,336
--,--,--,--,--,--,--,SI,SI,20,55,363
--,--,--,--,SI,--,SI,SI,SI,20,139,363
SI,SI,--,SI,SI,SI,SI,--,--,20,230,363
--,--,--,--,--,--,--,--,SI,20,291,363
--,--,--,--,--,--,--,--,SI,20,665,363
SI,SI,--,--,SI,SI,SI,SI,--,20,761,363
--,--,--,--,--,--,--,SI,--,20,886,363
SI,--,--,SI,SI,--,--,SI,--,20,900,363
--,--,--,--,SI,--,--,SI,--,20,950,363
--,--,--,--,--,--,SI,--,--,20,1000,363
--,--,--,--,--,--,--,SI,--,20,1090,363
--,SI,--,--,SI,SI,SI,SI,--,20,1656,363
--,--,--,--,SI,--,--,SI,--,20,1674,363
--,--,--,--,--,--,SI,SI,SI,20,1848,363
--,--,--,--,--,--,--,--,--,20,1925,363
--,SI,--,--,--,--,SI,SI,--,20,1978,363
--,--,--,--,--,--,--,--,--,20,2043,363
--,--,--,--,SI,--,SI,SI,--,20,2098,363
SI,SI,--,SI,SI,SI,SI,SI,--,20,2437,363
--,--,--,SI,SI,SI,SI,SI,--,20,2444,363
--,--,--,--,--,--,--,SI,--,20,3909,363
SI,--,--,SI,SI,SI,--,SI,--,20,2596,363
SI,SI,--,SI,SI,SI,SI,SI,SI,20,3094,363
SI,SI,--,SI,SI,SI,SI,SI,--,20,3119,363
--,--,--,--,--,--,--,SI,--,20,3257,363
--,--,--,--,SI,--,SI,SI,--,20,3315,363
--,--,--,SI,SI,SI,SI,--,--,20,3322,363
--,--,--,--,SI,SI,--,SI,--,20,3799,363
--,--,--,--,SI,SI,SI,--,--,20,3810,363
--,--,--,--,SI,--,SI,SI,SI,20,95,367
--,--,--,--,SI,--,SI,SI,--,20,596,367
--,--,--,--,--,--,--,--,SI,20,912,367
--,--,--,--,SI,--,--,SI,--,20,1845,367
--,SI,--,SI,SI,SI,SI,SI,--,20,2992,367
--,SI,--,SI,SI,SI,SI,SI,--,20,3129,367
--,SI,--,--,SI,SI,--,--,--,20,206,368
--,--,--,--,--,--,--,--,--,20,294,368
SI,--,--,--,SI,SI,SI,SI,--,20,315,368
--,--,--,--,--,--,--,SI,--,20,332,368
--,--,--,--,--,--,--,--,--,20,368,368
--,--,--,SI,SI,SI,SI,--,--,20,539,368
--,--,--,--,--,--,SI,--,--,20,703,368
SI,--,--,--,SI,SI,SI,--,--,20,754,368
SI,SI,--,SI,SI,SI,SI,SI,--,20,1010,368
SI,--,--,--,SI,SI,SI,SI,--,20,1122,368
SI,--,--,SI,SI,--,SI,--,--,20,1167,368
--,--,--,--,SI,SI,SI,SI,--,20,1497,368
SI,--,--,SI,SI,SI,SI,SI,SI,20,1636,368
SI,--,--,SI,SI,--,SI,SI,--,20,1568,368
--,SI,--,--,SI,--,--,SI,--,20,1734,368
--,--,--,--,SI,--,SI,SI,--,20,2035,368
SI,--,--,SI,--,--,SI,--,--,20,2155,368
SI,SI,--,--,SI,--,SI,--,--,20,2293,368
SI,SI,--,--,SI,SI,SI,SI,--,20,2303,368
SI,--,--,SI,SI,SI,SI,--,--,20,2445,368
--,--,--,--,--,--,--,--,--,20,2836,368
--,--,--,SI,SI,--,--,--,--,20,3099,368
SI,SI,--,--,--,--,SI,SI,--,20,3100,368
SI,--,--,SI,SI,SI,SI,SI,--,20,3113,368
SI,SI,--,SI,SI,--,SI,--,--,20,3114,368
--,--,--,--,--,--,--,SI,--,20,159,369
--,--,--,--,--,--,SI,SI,--,20,729,369
--,--,--,--,SI,--,--,SI,--,20,909,369
--,--,--,--,--,--,--,SI,--,20,1418,369
SI,SI,--,--,SI,SI,SI,SI,--,20,1575,369
SI,--,--,--,SI,--,SI,SI,--,20,1881,369
--,--,--,--,--,--,SI,SI,--,20,1948,369
SI,--,--,--,SI,SI,SI,SI,--,20,2349,369
--,--,--,--,--,--,SI,SI,--,20,2501,369
SI,SI,SI,SI,SI,SI,SI,SI,SI,22,3017,342
SI,--,--,--,SI,SI,SI,SI,SI,22,3404,342
--,--,--,--,SI,SI,--,--,SI,22,2011,424
SI,SI,SI,SI,SI,SI,SI,SI,SI,22,3476,424
--,--,--,--,--,--,--,SI,SI,23,14,46
--,--,--,--,SI,--,--,--,--,23,471,46
--,--,--,--,SI,SI,SI,--,--,23,1217,46
--,--,--,--,--,--,--,--,--,23,1275,46
--,--,--,--,SI,--,SI,SI,--,23,1507,46
--,--,--,--,SI,SI,SI,--,--,23,1966,46
--,--,--,--,SI,SI,--,--,--,23,2306,46
--,--,--,--,SI,SI,--,SI,--,23,2699,46
--,--,--,--,SI,--,SI,--,--,23,3569,46
--,--,--,--,SI,SI,--,--,--,18,2172,217
--,--,--,--,--,--,--,--,--,18,2479,217
--,--,--,--,SI,SI,SI,SI,--,18,2769,217
--,--,--,--,--,--,--,--,--,18,2773,217
--,--,--,--,--,--,SI,SI,--,18,3052,217
--,--,--,--,--,--,--,SI,--,18,3131,217
SI,SI,SI,SI,SI,SI,SI,SI,SI,18,3159,217
--,--,--,--,SI,SI,--,--,--,18,3191,217
--,--,--,--,--,--,--,--,--,18,3232,217
--,--,--,--,--,--,--,SI,--,18,3514,217
--,--,--,--,--,--,--,SI,--,18,3895,217
--,--,--,--,--,--,--,--,--,18,313,240
--,--,--,--,--,--,--,--,--,18,588,240
--,--,--,--,--,--,--,--,--,18,699,240
--,--,--,--,--,--,--,--,--,18,1244,240
--,--,--,--,--,--,--,--,--,18,1281,240
--,--,--,--,--,--,--,--,--,18,1282,240
--,--,--,--,--,--,--,SI,--,18,1297,240
--,--,--,--,--,--,--,--,--,18,1873,240
--,--,--,--,--,--,--,SI,--,18,1966,240
--,--,--,--,--,--,--,--,--,18,1990,240
--,--,--,--,--,--,--,SI,SI,18,1996,240
--,--,--,--,--,--,--,SI,--,18,2039,240
--,--,--,SI,--,--,SI,SI,--,18,2652,240
--,--,--,--,--,--,--,--,--,18,2729,240
--,--,--,--,--,--,--,SI,--,18,2766,240
--,--,--,--,--,--,--,--,--,18,2831,240
--,--,--,--,--,--,--,--,--,18,2960,240
--,--,--,--,--,--,--,--,--,18,3102,240
--,--,--,--,--,--,--,--,--,18,3126,240
SI,--,SI,SI,--,--,SI,SI,--,18,3165,240
--,--,--,--,--,--,--,--,--,18,3197,240
--,--,--,--,--,--,--,--,--,18,3347,240
--,--,--,--,--,--,SI,SI,SI,18,3828,240
SI,SI,SI,--,SI,SI,SI,SI,SI,19,983,114
SI,--,SI,SI,SI,--,SI,--,SI,19,2860,114
--,SI,--,SI,SI,SI,--,SI,SI,19,606,121
--,--,--,SI,--,SI,--,SI,SI,19,748,121
--,--,--,--,SI,SI,--,--,--,19,1454,121
--,--,--,--,--,--,SI,SI,SI,19,1760,121
--,--,--,--,SI,SI,--,--,--,19,1823,121
--,--,--,SI,SI,SI,--,SI,SI,19,2076,121
--,--,--,SI,SI,SI,--,SI,SI,19,2695,121
SI,--,SI,--,SI,SI,SI,--,SI,19,2840,121
--,--,--,--,--,--,--,--,SI,19,3374,121
--,--,--,SI,SI,SI,SI,SI,SI,19,10,193
--,--,--,--,--,--,--,--,SI,19,1337,193
--,--,--,--,SI,--,--,--,--,19,1806,193
--,--,--,--,--,SI,--,--,SI,19,2416,193
--,SI,SI,SI,SI,SI,SI,--,SI,19,3016,193
--,--,--,--,--,--,SI,--,--,19,3002,193
--,--,--,--,SI,SI,SI,--,SI,19,3876,193
SI,--,--,SI,SI,SI,SI,SI,SI,19,1203,225
--,--,--,SI,--,--,SI,SI,SI,19,1214,225
--,--,--,--,--,--,SI,--,SI,19,3436,225
--,--,SI,--,SI,--,SI,SI,SI,19,2180,226
--,SI,SI,--,SI,SI,SI,--,SI,19,2684,226
SI,SI,SI,--,SI,SI,SI,SI,SI,19,2858,256
--,--,--,--,--,--,SI,--,SI,19,272,340
--,--,--,--,--,--,SI,--,SI,19,1578,340
--,--,--,--,--,--,SI,--,--,19,1662,340
--,--,--,--,--,--,--,--,--,20,624,4
--,--,--,--,SI,--,SI,SI,SI,20,1416,4
--,--,--,--,SI,--,SI,--,SI,20,1515,4
--,--,--,--,SI,--,SI,SI,SI,20,1606,4
--,--,--,--,--,--,--,--,--,20,1697,4
SI,--,--,--,SI,SI,SI,SI,--,20,2154,4
--,--,--,--,--,--,SI,SI,SI,20,2466,4
--,--,--,--,SI,--,SI,SI,--,20,2771,4
--,--,--,--,--,--,SI,SI,--,20,3080,4
--,--,--,--,SI,--,SI,SI,SI,20,3223,4
SI,SI,--,--,SI,SI,SI,SI,SI,20,3419,4
--,--,--,--,SI,SI,SI,SI,SI,20,3726,4
SI,--,--,SI,SI,SI,SI,SI,--,20,205,34
SI,--,--,--,SI,--,SI,SI,--,20,559,34
SI,--,--,SI,SI,SI,SI,SI,--,20,2101,34
SI,SI,--,SI,SI,SI,SI,SI,--,20,2111,34
SI,--,--,--,SI,--,SI,SI,SI,20,2469,34
SI,--,--,--,SI,SI,SI,--,SI,20,3415,34
SI,SI,--,--,SI,SI,SI,--,--,20,197,76
SI,SI,--,--,SI,SI,SI,SI,--,20,231,76
--,--,--,--,SI,SI,SI,SI,--,20,526,76
SI,SI,--,--,SI,SI,SI,--,--,20,546,76
SI,SI,--,SI,SI,SI,SI,SI,--,20,711,76
SI,--,--,SI,SI,SI,SI,SI,--,20,776,76
SI,SI,--,SI,SI,SI,SI,--,--,20,805,76
SI,--,--,--,--,--,SI,SI,--,20,505,77
SI,SI,--,SI,SI,SI,SI,SI,--,20,515,77
--,SI,--,--,--,--,SI,SI,--,20,717,77
SI,--,--,SI,SI,--,--,--,--,20,898,77
--,--,--,--,SI,--,SI,SI,--,20,907,77
--,SI,--,--,--,--,SI,--,--,20,934,77
SI,--,--,SI,--,--,SI,SI,--,20,949,77
--,--,--,--,--,--,SI,SI,--,20,1022,77
--,--,--,--,SI,--,--,--,--,20,1175,77
--,SI,--,--,SI,--,SI,--,--,20,1371,77
--,SI,--,--,SI,--,SI,SI,--,20,1390,77
--,--,--,--,--,--,--,--,--,20,1381,77
--,SI,--,--,--,--,--,SI,--,20,1402,77
SI,--,--,SI,SI,--,--,--,--,20,1422,77
--,--,--,--,--,--,--,SI,--,20,1423,77
--,--,--,--,SI,SI,--,SI,--,20,1487,77
--,--,--,--,--,--,SI,--,--,20,1506,77
--,--,--,--,SI,--,--,--,--,20,2130,166
SI,SI,SI,SI,SI,SI,SI,SI,--,18,3725,171
--,--,--,--,SI,SI,--,--,--,18,3762,171
--,--,--,--,--,--,--,SI,--,18,3777,171
--,--,SI,--,SI,--,SI,SI,--,18,149,180
--,--,SI,--,SI,--,SI,SI,--,18,203,180
--,--,--,--,--,--,SI,SI,--,18,265,180
--,--,--,--,--,--,SI,SI,SI,18,503,180
--,--,SI,--,SI,--,SI,SI,SI,18,568,180
--,--,--,--,SI,--,SI,SI,SI,18,1468,180
--,--,SI,--,--,--,SI,SI,SI,18,1465,180
--,--,--,--,--,--,SI,--,SI,18,1930,180
--,--,--,--,--,--,--,--,--,18,2233,180
--,--,--,--,--,--,--,SI,SI,18,2365,180
--,--,--,--,--,--,SI,SI,--,18,2494,180
--,--,--,--,--,--,--,SI,SI,18,2505,180
--,--,--,--,SI,--,SI,SI,--,18,2532,180
SI,SI,--,SI,SI,SI,SI,SI,--,20,1683,77
SI,SI,--,--,SI,SI,SI,SI,--,20,1775,77
SI,SI,--,SI,SI,SI,SI,SI,--,20,2133,77
SI,SI,--,SI,SI,SI,SI,SI,--,20,2370,77
--,--,--,--,--,--,--,--,--,20,2533,77
SI,SI,--,--,SI,SI,SI,--,--,20,2734,77
--,SI,--,--,SI,--,--,--,--,20,2738,77
--,SI,--,SI,SI,--,SI,SI,--,20,2792,77
--,--,--,--,--,--,--,SI,--,20,2816,77
SI,SI,--,SI,SI,SI,SI,SI,SI,20,2915,77
SI,--,--,--,SI,SI,SI,SI,--,20,2922,77
--,SI,--,--,--,--,--,SI,--,20,3070,77
SI,SI,--,--,SI,SI,SI,SI,--,20,3197,77
SI,SI,--,--,SI,--,SI,SI,--,20,3210,77
SI,SI,--,SI,SI,SI,SI,SI,--,20,3330,77
--,--,--,SI,SI,SI,SI,SI,--,20,3334,77
SI,--,--,SI,SI,SI,SI,--,--,20,3342,77
SI,--,--,--,SI,SI,SI,--,--,20,3534,77
--,--,--,--,--,--,--,--,--,20,3673,77
--,SI,--,--,--,--,SI,SI,--,20,3785,77
--,--,--,--,--,--,--,SI,--,20,3852,77
--,SI,--,--,SI,SI,--,--,--,20,3901,77
SI,SI,--,SI,SI,SI,SI,SI,--,20,72,107
--,--,--,--,--,--,--,--,--,20,326,107
--,--,--,--,SI,SI,--,--,--,20,434,107
SI,SI,--,SI,SI,SI,SI,--,--,20,554,107
--,--,--,--,SI,--,SI,--,--,20,738,107
--,--,--,--,--,--,--,SI,--,20,760,107
SI,--,--,--,SI,--,SI,--,--,20,1361,107
--,--,--,--,--,--,--,--,--,20,1453,107
SI,--,--,--,SI,--,--,SI,--,20,1533,107
--,--,--,--,SI,SI,SI,SI,--,20,1588,107
SI,--,--,--,SI,SI,SI,SI,--,20,1788,107
SI,--,--,SI,--,--,SI,SI,--,20,1807,107
--,--,--,SI,--,--,SI,--,--,20,1994,107
SI,SI,--,--,SI,SI,SI,SI,--,20,2489,107
SI,--,--,--,SI,SI,SI,--,--,20,2668,107
--,--,--,SI,SI,SI,SI,SI,--,20,2669,107
--,SI,--,--,SI,--,SI,--,--,20,2687,107
--,--,--,--,--,--,SI,SI,--,20,3005,107
SI,SI,--,SI,SI,SI,SI,SI,--,20,3242,107
--,--,--,SI,SI,--,SI,SI,--,20,3261,107
--,--,--,--,SI,--,--,--,--,20,3319,107
--,--,--,--,SI,--,SI,--,--,20,3385,107
SI,SI,--,SI,SI,SI,SI,SI,--,20,3604,107
--,--,--,--,SI,SI,SI,SI,--,20,730,150
--,SI,--,--,SI,--,SI,SI,--,20,1646,150
--,SI,--,--,SI,--,SI,--,--,20,2261,150
--,--,--,--,SI,--,SI,SI,SI,20,3045,150
SI,SI,--,--,SI,SI,SI,--,--,20,3236,150
--,--,--,--,SI,--,SI,SI,--,20,23,166
SI,--,--,--,SI,SI,SI,SI,--,20,141,166
SI,--,--,SI,SI,SI,--,--,--,20,599,166
--,--,SI,SI,SI,SI,SI,SI,SI,17,3142,214
--,--,--,--,--,--,SI,SI,--,17,3353,214
--,--,--,--,--,--,--,SI,--,17,3712,214
--,--,--,--,SI,--,SI,SI,SI,17,3725,214
--,--,--,--,--,--,--,--,--,17,438,312
--,--,--,--,SI,SI,--,SI,--,17,465,312
--,--,--,--,SI,--,SI,SI,--,17,691,312
--,--,--,--,SI,SI,--,--,--,17,1976,312
--,--,--,--,--,--,--,--,--,17,2106,312
--,--,--,--,SI,SI,SI,SI,--,17,2903,312
--,--,--,--,SI,SI,--,SI,--,17,3537,312
SI,--,SI,--,--,--,SI,SI,SI,17,3538,312
--,--,--,--,SI,SI,--,SI,--,17,3564,312
--,--,--,--,SI,SI,--,--,--,17,3565,312
--,--,--,--,SI,SI,--,SI,--,17,3593,312
--,--,--,--,--,--,--,--,--,17,3731,312
--,--,--,--,--,SI,--,SI,--,17,1266,329
SI,--,--,--,--,--,SI,SI,--,20,746,166
--,--,--,--,SI,SI,SI,SI,--,20,683,166
--,SI,--,--,SI,SI,SI,SI,--,20,693,166
--,SI,--,--,SI,SI,SI,--,--,20,789,166
--,SI,--,--,SI,SI,SI,--,SI,20,829,166
--,--,--,SI,SI,--,SI,SI,--,20,831,166
SI,--,--,SI,SI,SI,SI,SI,--,20,1129,166
SI,--,--,--,SI,SI,SI,--,--,20,1352,166
SI,SI,--,SI,SI,SI,SI,--,--,20,1453,166
--,--,--,SI,SI,SI,SI,--,--,20,1678,166
--,--,--,--,--,--,SI,SI,--,20,1866,166
SI,--,--,--,SI,--,SI,--,--,20,2001,166
--,--,--,SI,SI,SI,SI,SI,SI,16,1326,216
--,--,--,SI,SI,--,SI,--,--,16,1852,216
--,--,--,--,--,--,--,--,--,16,870,223
--,--,--,SI,--,--,--,SI,--,16,1956,223
--,--,--,--,--,--,--,SI,--,16,143,224
--,--,--,--,SI,--,--,SI,--,16,590,224
SI,--,--,--,SI,SI,SI,SI,SI,16,1027,224
--,--,--,SI,SI,--,SI,SI,SI,16,1998,224
--,--,--,--,--,--,--,SI,--,16,3349,224
--,--,--,SI,--,--,--,SI,SI,16,2552,249
--,--,--,SI,SI,--,SI,SI,SI,16,3077,249
--,--,--,SI,--,--,--,SI,--,16,3239,249
--,--,--,SI,SI,--,--,SI,SI,16,3402,249
SI,--,--,SI,SI,SI,SI,--,SI,16,1251,270
--,--,--,SI,SI,--,--,--,SI,16,1336,270
--,--,--,SI,--,--,--,--,--,16,2286,270
--,--,--,--,SI,--,--,--,--,16,2590,184
--,--,--,SI,--,--,--,--,--,16,2719,184
SI,--,--,SI,SI,SI,SI,--,SI,16,2794,184
--,--,--,--,--,--,--,--,--,16,2943,184
SI,SI,--,SI,SI,SI,SI,SI,SI,16,3364,184
--,--,--,SI,--,--,--,--,--,16,3399,184
--,--,--,--,--,--,--,--,--,16,3424,184
--,--,--,SI,SI,--,--,--,--,16,3878,184
--,--,--,SI,SI,--,SI,SI,SI,16,1610,185
--,--,--,SI,--,--,--,SI,--,16,1736,203
--,--,--,--,SI,--,--,SI,--,16,1742,203
--,--,--,SI,--,--,--,--,--,16,2824,203
--,--,--,SI,SI,SI,SI,SI,SI,16,1849,215
SI,--,--,SI,SI,SI,SI,SI,--,16,3513,215
--,--,--,SI,SI,--,SI,--,SI,16,1258,216
--,--,--,SI,SI,--,--,--,SI,16,2407,270
--,--,--,--,--,--,--,--,--,16,2787,270
SI,--,--,SI,SI,SI,SI,--,SI,16,3022,270
SI,SI,--,SI,SI,SI,SI,--,SI,16,3144,270
--,--,--,SI,--,--,--,--,--,16,3145,270
--,--,--,--,--,--,--,--,--,16,1960,273
SI,--,--,SI,SI,--,SI,SI,--,16,2442,273
--,--,--,SI,SI,--,SI,SI,SI,16,3277,273
--,--,--,--,SI,--,SI,SI,SI,16,56,289
--,SI,--,--,SI,SI,SI,SI,SI,16,961,289
--,SI,--,SI,SI,--,SI,--,--,16,1325,289
SI,SI,--,SI,SI,SI,SI,SI,SI,16,1662,289
--,--,--,--,--,--,--,--,--,16,1936,289
SI,SI,--,SI,SI,SI,SI,--,SI,16,2691,289
SI,--,--,--,SI,SI,SI,SI,--,20,2309,166
SI,SI,--,--,SI,SI,SI,SI,--,20,2374,166
--,--,--,--,SI,SI,SI,SI,--,20,2397,166
--,SI,--,--,--,--,--,--,--,20,2413,166
--,--,--,SI,SI,SI,SI,--,--,20,2482,166
SI,SI,--,SI,SI,SI,SI,--,--,20,3006,166
SI,--,--,SI,SI,--,SI,--,--,20,3095,166
--,--,--,SI,SI,--,SI,--,SI,20,3110,166
SI,--,--,SI,SI,SI,SI,SI,--,20,3118,166
SI,--,--,SI,SI,SI,SI,SI,SI,20,3200,166
--,--,--,SI,--,--,--,SI,--,17,843,388
--,--,--,--,--,--,--,--,--,17,919,388
--,--,--,--,SI,--,SI,SI,--,17,1137,388
--,--,--,--,SI,--,SI,SI,--,17,1617,388
--,--,--,--,SI,SI,--,--,SI,17,2084,388
--,--,--,SI,SI,SI,SI,SI,--,17,2184,388
--,--,--,--,SI,--,--,SI,--,17,2672,388
--,--,--,--,SI,--,SI,SI,--,17,2881,388
--,--,--,SI,SI,SI,SI,SI,--,17,3724,388
--,--,SI,--,SI,SI,SI,SI,--,17,3670,421
--,--,--,--,SI,SI,SI,SI,--,17,237,427
--,--,--,--,--,--,SI,--,--,17,286,427
--,--,--,--,--,SI,--,--,--,17,834,427
--,--,--,--,SI,SI,SI,--,--,17,2181,427
--,--,--,--,--,--,--,--,--,17,3477,427
--,--,--,SI,SI,--,SI,SI,SI,17,3778,427
--,--,--,--,SI,SI,SI,SI,--,17,3566,440
--,--,--,--,--,--,--,--,--,18,282,26
--,--,--,--,--,--,--,--,--,18,283,26
--,--,--,--,--,--,--,--,--,18,284,26
--,--,--,--,--,--,--,--,--,18,287,26
--,--,--,--,SI,--,SI,SI,--,18,638,26
--,--,--,--,--,--,--,--,--,18,690,26
--,--,--,--,--,--,--,--,--,18,1204,26
--,--,--,--,--,--,--,--,--,18,1256,26
--,--,--,--,--,--,--,--,--,18,1311,26
--,--,--,--,--,--,--,--,--,18,1342,26
--,--,--,--,--,--,--,--,--,18,1346,26
--,--,--,--,--,--,--,--,--,18,1829,26
--,--,--,--,--,--,--,--,--,18,1837,26
--,--,--,--,--,--,--,--,--,18,1844,26
--,--,--,--,--,--,--,--,--,18,1846,26
--,--,--,--,--,--,--,SI,--,18,1927,26
--,--,--,--,--,--,--,--,--,18,1973,26
--,--,--,--,--,--,--,--,--,18,1980,26
--,--,--,--,--,--,--,--,--,18,2059,26
--,--,--,--,--,--,--,--,--,18,2061,26
--,--,--,--,--,--,--,--,--,18,2085,26
--,--,--,--,--,--,--,SI,--,18,2131,26
--,--,--,--,--,--,--,SI,--,18,2160,26
--,--,--,--,--,--,--,--,--,18,2241,26
--,--,--,--,--,--,SI,SI,--,18,2283,26
--,--,--,SI,--,--,--,--,--,18,2611,26
--,--,--,--,--,--,--,--,--,18,2775,26
--,--,--,--,SI,--,--,SI,SI,18,2901,26
--,--,--,--,--,--,--,SI,--,18,3018,26
--,--,--,--,--,--,--,--,--,18,2984,26
--,--,--,SI,--,--,--,SI,--,18,3831,34
--,--,--,SI,--,--,--,SI,--,18,3652,34
--,--,--,--,--,--,--,--,--,18,277,85
--,--,--,--,--,--,--,--,--,18,976,85
--,--,--,--,SI,SI,--,SI,SI,18,989,85
--,--,--,SI,SI,SI,SI,SI,--,18,1041,85
--,--,--,SI,--,--,--,--,--,18,1182,85
--,--,--,--,--,--,--,--,--,18,1221,85
--,--,--,--,--,--,--,--,--,18,1307,85
--,--,--,--,--,--,--,--,--,18,1317,85
--,--,--,--,--,--,--,--,--,18,1320,85
--,--,--,--,--,--,--,--,--,18,1326,85
--,--,--,--,--,--,--,--,--,18,1861,85
--,--,--,--,--,--,--,--,--,18,2111,85
--,--,--,--,SI,--,SI,SI,--,18,2502,85
--,--,--,--,--,--,--,SI,--,18,2625,85
--,--,--,--,--,--,--,--,--,18,2772,85
--,--,--,--,--,--,--,--,--,18,2873,85
--,--,--,--,--,--,--,SI,--,18,2950,85
--,--,--,--,--,--,--,--,--,18,3101,85
--,--,--,--,--,--,--,--,--,18,3173,85
--,--,--,--,--,--,--,SI,--,18,3178,85
--,--,--,--,--,--,--,--,--,18,3224,85
--,--,--,--,SI,SI,--,SI,--,18,3391,85
--,--,--,--,SI,--,SI,SI,--,18,3833,85
--,--,--,--,SI,--,--,SI,--,18,3112,26
--,--,--,--,--,--,--,--,--,18,3123,26
--,--,--,--,--,--,--,--,SI,18,3173,26
--,--,--,--,--,--,--,--,--,18,3191,26
--,--,--,--,--,--,--,--,--,18,3203,26
--,--,--,--,--,--,--,--,--,18,3233,26
--,--,--,--,--,--,--,--,--,18,3242,26
--,--,--,--,--,--,--,--,--,18,3251,26
--,--,--,--,--,--,--,--,--,18,3350,26
--,--,--,--,--,--,--,--,--,18,188,34
--,--,--,--,--,--,--,--,--,18,514,34
--,--,--,--,--,--,--,--,--,18,566,34
--,--,--,--,--,--,--,--,--,18,1191,34
--,--,--,--,--,--,--,--,--,18,1267,34
--,--,--,--,--,--,--,--,--,18,1305,34
--,--,--,--,--,--,--,--,--,18,1408,34
--,--,--,--,--,--,--,--,--,18,1671,34
--,--,--,SI,--,--,SI,SI,--,18,1850,34
--,--,--,--,--,--,--,--,--,18,2085,34
--,--,--,--,--,--,--,SI,--,18,2227,34
--,--,--,--,--,--,--,--,--,18,2245,34
--,--,--,--,--,--,--,--,--,18,2500,34
--,--,--,SI,--,--,SI,SI,--,18,2515,34
--,--,--,--,--,--,--,--,--,18,2772,34
--,--,--,--,--,--,--,--,--,18,2776,34
--,--,--,--,--,--,--,--,--,18,2951,34
--,--,--,--,--,--,--,--,--,18,3070,34
--,--,--,--,--,--,--,SI,--,18,3181,34
--,--,--,--,--,--,--,--,--,18,3234,34
--,--,--,--,--,--,--,--,--,18,3336,34
--,--,--,--,--,--,--,--,--,18,3412,34
--,--,--,--,SI,SI,SI,SI,--,18,3691,85
--,--,--,--,--,--,--,--,--,18,281,111
--,--,--,--,--,--,SI,SI,--,18,689,111
--,--,--,--,--,--,--,--,--,18,773,111
--,--,--,--,--,--,--,--,--,18,842,111
--,--,--,--,--,--,--,--,--,18,1188,111
--,--,--,--,--,--,--,--,--,18,1190,111
