ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,4G,3G,TELEFONIAFIJA,WIRELESS,SATELITAL,id_Provincia,id_Localidad,id_Partido
--,--,--,SI,SI,--,SI,--,--,13,538,167
--,--,--,--,--,--,--,--,--,13,591,167
--,--,--,--,SI,--,--,--,--,13,1155,167
--,--,--,--,--,--,SI,--,--,13,1726,167
--,--,--,--,SI,--,--,--,--,13,2725,167
--,--,--,--,--,--,--,--,--,13,2835,167
--,--,--,--,--,--,--,--,--,13,2840,167
--,--,--,--,SI,SI,SI,--,--,13,3070,167
--,--,--,--,SI,--,SI,SI,SI,13,1321,189
--,--,--,--,SI,SI,--,SI,--,13,1477,189
--,--,--,SI,SI,SI,SI,SI,--,13,3197,189
SI,SI,--,SI,SI,SI,SI,SI,--,13,1373,200
SI,--,--,--,SI,SI,SI,--,--,13,2138,200
SI,SI,--,SI,SI,SI,SI,--,SI,13,2843,200
--,--,--,--,--,--,--,--,--,13,3605,200
SI,SI,--,SI,SI,SI,SI,SI,SI,14,3170,255
SI,--,--,SI,SI,--,SI,SI,--,14,3689,255
--,--,--,--,--,--,--,SI,SI,14,826,247
--,SI,SI,--,SI,--,SI,SI,SI,14,2166,247
SI,--,SI,SI,SI,SI,SI,SI,SI,14,3678,250
--,--,--,--,--,--,SI,--,SI,14,3809,250
SI,--,SI,SI,--,--,SI,SI,SI,14,150,271
--,--,SI,--,--,--,SI,SI,SI,14,1681,271
--,--,--,--,--,--,SI,SI,--,14,2096,271
--,--,--,--,--,--,--,--,--,14,2223,271
--,--,--,--,--,--,--,SI,--,14,2334,271
--,--,--,--,SI,--,--,SI,--,14,3515,271
--,--,--,--,--,--,--,SI,--,14,3837,271
SI,SI,SI,SI,SI,SI,SI,SI,SI,15,3088,33
--,--,--,--,SI,SI,--,--,--,15,3582,33
SI,--,--,--,SI,SI,SI,--,--,15,3590,33
SI,--,--,--,SI,SI,SI,--,--,15,3700,33
--,--,--,--,SI,SI,--,--,SI,15,3702,33
--,--,--,SI,SI,SI,--,--,--,15,3722,33
--,--,--,--,--,--,--,--,--,15,347,104
--,--,--,--,--,--,--,--,--,15,452,104
SI,--,--,SI,SI,SI,SI,SI,SI,15,1526,104
--,--,--,--,--,--,--,--,SI,15,51,127
--,--,--,SI,SI,SI,SI,--,--,15,770,127
SI,--,SI,--,--,--,SI,--,SI,15,1229,127
--,--,--,SI,SI,--,--,SI,SI,15,2103,127
--,--,--,--,--,--,SI,--,SI,15,2399,127
--,SI,--,SI,SI,SI,SI,--,SI,16,1298,18
--,SI,--,SI,SI,--,SI,--,SI,16,1502,18
--,--,--,SI,SI,--,--,SI,SI,16,1555,18
SI,SI,--,SI,SI,SI,SI,--,SI,16,1767,18
--,SI,--,SI,SI,SI,SI,SI,SI,16,2087,18
--,--,--,--,--,--,--,SI,--,16,2280,18
--,--,--,--,--,--,--,--,--,16,2300,18
--,--,--,--,SI,SI,--,--,--,16,2524,18
--,--,--,--,--,--,--,SI,SI,16,2717,18
--,--,--,--,--,--,--,SI,SI,16,3029,18
--,--,--,SI,--,--,--,--,SI,16,3405,18
--,--,--,SI,SI,SI,SI,SI,SI,16,594,62
--,--,--,--,SI,--,SI,SI,--,16,2670,62
SI,--,--,SI,SI,SI,SI,SI,SI,16,598,63
SI,--,SI,--,SI,SI,SI,SI,SI,17,2937,329
--,--,--,--,--,--,--,SI,--,17,3573,329
--,--,--,--,SI,SI,--,SI,--,17,3677,329
SI,--,SI,SI,SI,SI,SI,SI,SI,17,2974,332
--,--,--,--,--,--,--,SI,--,17,468,372
--,--,--,--,--,--,--,SI,--,17,1153,372
SI,--,--,--,SI,SI,--,SI,--,17,3127,372
--,--,--,--,--,--,--,SI,--,17,3612,372
--,--,--,SI,SI,SI,SI,SI,--,17,3615,372
--,--,--,--,--,--,--,SI,--,17,3622,372
--,--,--,--,SI,SI,--,SI,SI,17,3791,372
--,--,--,--,SI,SI,--,SI,--,17,118,382
--,--,--,--,SI,SI,--,--,--,17,921,382
SI,--,SI,SI,SI,SI,SI,SI,--,17,3220,382
--,--,--,SI,SI,--,SI,SI,SI,17,736,388
--,--,--,--,SI,--,SI,SI,--,18,3467,180
--,--,--,--,--,--,--,--,--,18,274,212
--,--,--,--,--,--,--,--,--,18,280,212
SI,SI,--,--,SI,SI,SI,SI,--,18,690,212
--,--,--,--,--,--,--,--,--,18,764,212
SI,SI,--,SI,--,--,SI,SI,--,18,771,212
--,--,--,--,--,--,--,--,--,18,1237,212
--,--,--,--,--,--,--,--,--,18,1864,212
--,--,--,--,--,--,--,--,--,18,1923,212
--,--,--,--,--,--,--,SI,--,18,2003,212
--,--,--,--,--,--,--,--,--,18,2100,212
--,--,--,--,--,--,SI,SI,--,18,2187,212
--,--,--,--,--,--,--,--,--,18,2219,212
--,--,--,--,--,--,SI,SI,--,18,2227,212
SI,SI,--,SI,SI,SI,SI,SI,--,18,2403,212
--,--,--,--,--,--,--,--,--,18,2550,212
--,--,--,--,--,--,--,--,--,18,3203,212
SI,--,--,--,SI,SI,SI,SI,--,18,3240,212
--,SI,--,SI,SI,--,SI,--,--,20,1638,76
SI,SI,--,--,SI,SI,SI,--,--,20,2226,76
--,SI,--,--,--,--,SI,--,--,20,2231,76
--,--,--,--,SI,SI,SI,SI,--,20,2243,76
SI,SI,--,--,SI,SI,SI,SI,--,20,3147,76
SI,--,--,SI,SI,SI,SI,--,--,20,3201,76
SI,SI,--,--,SI,--,SI,--,--,20,3844,76
SI,--,--,SI,SI,--,SI,SI,--,20,74,77
SI,--,--,SI,SI,SI,SI,SI,--,20,164,77
SI,SI,--,SI,SI,SI,SI,SI,--,20,241,77
--,--,--,--,--,--,SI,SI,--,20,245,77
--,--,--,--,SI,--,--,--,--,20,491,77
SI,--,--,SI,SI,SI,SI,--,SI,20,3219,166
--,SI,--,--,SI,SI,SI,SI,--,20,3380,166
SI,SI,--,SI,SI,SI,SI,SI,SI,20,3518,166
SI,SI,--,SI,SI,SI,SI,SI,--,20,3592,166
--,SI,--,SI,SI,SI,SI,SI,SI,20,3869,166
--,--,--,--,SI,--,SI,SI,--,20,215,168
SI,SI,--,SI,SI,SI,SI,SI,--,20,248,168
--,--,--,--,SI,--,SI,SI,--,20,534,168
--,--,--,--,SI,--,SI,SI,--,20,1185,168
--,SI,--,--,SI,--,--,SI,SI,20,1302,168
SI,--,--,--,SI,SI,SI,SI,--,20,3264,231
SI,SI,--,SI,SI,--,SI,SI,--,20,33,336
--,--,--,--,--,--,SI,SI,--,20,67,336
SI,SI,--,SI,SI,SI,SI,--,--,20,3906,336
SI,SI,--,SI,SI,--,SI,SI,--,20,132,336
SI,--,--,--,--,--,--,--,--,20,187,336
--,SI,--,--,--,--,SI,--,--,20,204,336
SI,SI,--,SI,SI,SI,SI,SI,--,20,224,336
--,--,--,SI,SI,--,--,SI,--,20,686,336
SI,--,--,SI,SI,--,SI,--,--,20,1016,336
--,SI,--,--,SI,SI,SI,--,--,20,1031,336
--,--,--,SI,--,--,--,--,--,20,1082,336
SI,--,--,SI,--,--,SI,--,--,20,1205,336
--,--,--,--,SI,--,SI,SI,--,20,2674,369
--,--,--,--,--,--,SI,SI,--,20,2919,369
--,--,--,--,--,--,--,SI,--,20,3080,369
SI,SI,--,SI,SI,SI,SI,SI,--,20,3156,369
--,--,--,--,SI,--,SI,SI,--,20,3168,369
--,--,--,--,--,--,--,SI,--,20,3299,369
SI,--,--,SI,SI,--,SI,SI,--,20,3521,369
SI,--,--,SI,SI,--,SI,SI,--,20,3531,369
--,SI,--,--,SI,--,SI,--,--,20,73,370
SI,SI,--,SI,SI,SI,SI,--,--,20,657,370
SI,SI,--,--,SI,SI,SI,--,--,20,670,370
--,--,--,--,SI,--,--,SI,--,21,2257,108
--,--,--,SI,SI,--,SI,--,SI,21,2457,108
--,--,--,--,--,--,--,SI,SI,21,2530,108
--,--,--,SI,SI,--,SI,--,SI,21,2614,108
--,--,--,--,--,--,--,SI,--,21,3149,108
--,--,--,--,SI,--,--,SI,--,21,3475,108
--,--,--,SI,SI,--,SI,SI,--,21,304,142
--,--,--,--,--,--,--,SI,--,21,714,142
--,--,--,--,--,--,--,--,--,21,954,142
--,--,--,--,--,--,--,--,--,21,1227,142
--,--,--,--,SI,--,--,--,--,21,1820,142
--,--,--,SI,SI,--,--,SI,SI,21,1860,142
--,--,--,SI,--,--,--,SI,--,21,1912,142
--,--,--,--,--,--,--,--,--,21,2421,142
--,--,--,--,--,--,--,SI,--,21,3498,142
--,--,--,SI,--,--,--,SI,--,21,3635,142
--,--,--,SI,SI,--,--,SI,SI,23,3580,46
--,--,--,--,--,--,SI,--,--,23,3738,46
SI,SI,SI,SI,SI,SI,SI,SI,SI,23,3174,71
--,--,--,--,SI,SI,--,--,--,23,110,91
--,--,--,--,SI,--,SI,--,--,23,124,91
SI,--,--,--,--,--,SI,--,--,23,190,91
SI,SI,--,SI,SI,SI,SI,SI,--,23,990,91
--,--,--,--,SI,--,--,--,--,23,1695,91
SI,--,--,--,SI,SI,SI,--,--,23,1992,91
--,--,--,--,--,--,--,--,--,23,2395,91
--,--,--,--,--,--,--,--,--,23,3191,91
--,SI,--,SI,SI,SI,SI,--,--,23,93,115
--,SI,--,SI,SI,SI,SI,SI,--,23,302,115
--,--,--,--,SI,SI,--,--,--,23,322,115
--,--,--,--,SI,SI,SI,--,--,23,879,115
--,--,--,--,--,--,--,--,--,23,937,115
--,--,--,--,--,--,SI,SI,--,23,1112,115
--,--,--,--,SI,SI,SI,SI,--,23,1197,115
--,--,--,--,SI,--,--,--,--,23,1225,115
--,--,--,--,SI,SI,--,--,--,23,1282,115
--,--,--,--,SI,SI,--,--,--,23,1424,115
--,--,--,--,--,--,--,--,--,23,1425,115
--,--,--,--,--,--,--,--,--,23,1426,115
--,--,--,--,SI,SI,--,--,--,23,1720,115
SI,--,--,--,SI,SI,SI,SI,SI,23,1900,115
--,--,--,--,SI,SI,--,--,SI,23,2058,115
--,--,--,--,SI,SI,--,--,--,23,2127,115
--,--,--,--,SI,SI,--,--,--,23,2127,115
--,--,--,--,SI,SI,--,--,--,23,2210,115
--,--,--,--,--,--,SI,SI,--,23,2244,115
--,--,--,--,--,--,--,SI,--,23,2588,115
--,--,--,--,SI,SI,SI,SI,--,23,2930,115
SI,--,--,SI,SI,--,SI,--,--,23,3068,115
--,--,--,--,SI,SI,--,--,--,23,3759,115
--,--,--,--,--,--,--,--,--,23,3807,115
--,--,--,--,SI,--,--,--,--,23,340,137
--,--,--,--,SI,--,--,--,--,23,633,137
--,--,--,--,SI,SI,--,--,--,23,1427,137
SI,--,--,SI,SI,SI,SI,SI,SI,23,1436,137
--,--,--,--,--,--,--,--,--,23,1719,137
--,--,--,--,SI,SI,SI,SI,SI,23,1605,183
--,--,--,SI,SI,SI,SI,SI,SI,23,2024,183
--,--,--,--,SI,SI,SI,SI,--,23,3340,183
SI,--,--,--,SI,SI,SI,--,SI,23,1789,210
--,--,--,--,--,--,SI,--,--,23,3568,210
SI,--,--,--,SI,SI,SI,SI,SI,23,1873,218
--,--,--,--,--,--,--,SI,SI,23,3143,218
SI,--,--,SI,SI,SI,SI,SI,--,23,516,235
--,--,--,--,SI,SI,--,--,--,23,1386,235
--,--,--,--,SI,SI,--,--,--,23,2240,235
SI,--,--,--,--,--,SI,--,--,23,2330,235
--,--,--,--,SI,--,SI,SI,SI,23,2595,235
--,--,--,--,SI,SI,--,SI,--,23,3014,235
--,--,--,--,SI,SI,SI,SI,--,23,3237,235
--,--,--,--,SI,--,SI,SI,--,23,3825,235
--,--,--,--,SI,SI,SI,SI,--,23,3634,235
--,--,--,--,SI,SI,--,--,--,23,325,254
--,--,--,--,SI,SI,--,--,--,23,470,254
--,SI,--,SI,SI,SI,SI,SI,--,23,1263,254
SI,--,--,SI,SI,SI,SI,SI,--,23,1722,254
SI,--,--,--,SI,SI,SI,--,--,23,1970,254
SI,--,--,--,SI,--,SI,--,--,23,3203,340
--,--,--,--,--,--,--,--,--,23,3602,340
--,--,--,--,SI,SI,--,SI,--,23,239,391
--,--,--,--,SI,SI,--,SI,--,23,2462,391
--,--,--,--,--,--,--,SI,--,23,2536,391
--,--,--,--,--,--,--,--,--,23,3213,391
--,--,--,--,SI,SI,SI,SI,--,23,3303,391
--,--,--,--,--,--,--,SI,--,23,3596,391
--,--,--,SI,SI,SI,SI,SI,SI,23,134,396
--,--,--,--,SI,--,SI,SI,--,23,873,396
--,--,--,--,SI,--,SI,SI,SI,23,1272,396
SI,--,--,--,SI,SI,SI,SI,SI,23,3344,396
--,--,--,--,SI,SI,--,--,--,23,362,395
SI,--,--,--,SI,--,SI,--,--,23,420,395
SI,--,--,--,SI,SI,SI,--,--,23,439,395
--,--,--,--,SI,SI,--,--,--,23,445,395
--,--,--,--,SI,SI,--,--,--,23,482,395
--,--,--,SI,SI,--,SI,--,--,23,1126,395
SI,SI,--,SI,SI,SI,SI,SI,--,23,2285,254
SI,--,--,SI,SI,SI,SI,SI,--,23,35,278
--,--,--,--,--,--,--,SI,--,23,659,278
SI,--,--,SI,SI,SI,SI,SI,--,23,2467,278
SI,--,--,--,SI,SI,SI,--,--,23,2811,278
SI,--,--,SI,SI,SI,SI,SI,--,23,3024,278
SI,--,--,--,SI,--,SI,SI,--,23,3220,278
--,--,--,--,--,--,--,SI,--,23,3262,278
--,--,--,--,--,--,--,--,--,23,3313,278
--,--,--,--,--,--,--,SI,--,23,3378,278
SI,--,--,--,SI,SI,SI,SI,--,23,3756,278
SI,--,--,--,SI,SI,SI,SI,--,23,59,340
--,--,--,--,SI,SI,--,--,--,23,1723,340
SI,--,--,--,--,--,SI,--,--,23,2250,340
--,--,--,--,--,--,--,--,--,23,3012,340
--,--,--,--,SI,SI,SI,--,--,23,1201,395
SI,SI,--,SI,SI,SI,SI,SI,--,23,3343,395
--,--,--,--,SI,SI,--,--,--,23,3692,395
--,SI,--,SI,SI,SI,SI,--,--,23,3717,395
--,--,--,--,SI,SI,--,--,--,23,824,411
--,--,--,--,SI,SI,SI,SI,--,23,3184,411
SI,--,--,--,SI,SI,SI,SI,--,23,3830,411
--,--,--,--,SI,--,--,--,--,23,472,438
--,--,--,--,SI,SI,--,--,--,23,775,438
--,--,--,--,--,--,--,--,--,23,1061,438
--,--,--,--,SI,SI,--,--,--,23,1173,438
SI,--,--,--,SI,SI,SI,SI,--,23,3587,438
--,--,--,--,SI,SI,--,--,--,23,3784,438
SI,SI,--,SI,SI,SI,SI,--,--,23,3889,438
SI,SI,--,SI,SI,SI,SI,SI,--,20,3157,370
SI,--,--,SI,SI,SI,SI,SI,SI,20,3392,370
--,--,--,--,SI,SI,--,SI,--,20,3628,370
--,SI,--,--,SI,--,SI,--,SI,20,3730,370
--,--,--,--,SI,SI,SI,--,--,20,739,372
SI,--,--,--,SI,SI,SI,--,--,20,678,372
--,SI,--,--,SI,--,SI,--,--,20,706,372
--,--,--,--,SI,--,SI,SI,--,20,716,372
--,SI,--,--,SI,--,--,--,--,20,896,372
--,--,--,--,SI,--,SI,--,--,20,1066,372
SI,SI,--,SI,SI,SI,SI,SI,--,20,1335,372
SI,SI,--,--,SI,SI,SI,--,--,20,2027,372
--,SI,--,--,SI,--,--,--,--,20,2046,372
--,--,--,--,SI,--,--,--,--,20,2104,372
SI,SI,--,--,SI,SI,SI,--,SI,20,2191,372
SI,--,--,SI,SI,SI,SI,SI,--,20,2373,372
--,SI,--,--,SI,--,SI,--,--,20,2690,372
SI,SI,--,SI,SI,SI,SI,SI,SI,20,3136,372
SI,SI,--,--,SI,SI,SI,SI,--,20,3169,372
SI,--,--,SI,SI,SI,SI,SI,--,20,3265,372
--,--,--,--,--,--,--,--,--,20,3421,372
--,--,--,--,--,--,--,--,--,20,3872,372
SI,--,--,--,SI,SI,SI,SI,SI,20,602,430
--,--,--,--,SI,--,--,SI,SI,20,737,430
--,--,--,--,--,--,--,--,SI,20,878,430
--,--,--,--,SI,--,SI,SI,SI,20,1473,430
--,--,--,--,SI,--,SI,SI,--,20,1503,430
--,--,--,--,SI,--,SI,SI,--,20,1591,430
--,--,--,--,SI,--,SI,SI,SI,20,1729,430
--,--,--,--,--,--,--,SI,--,20,1818,430
--,--,--,--,SI,--,SI,SI,--,20,1902,430
--,--,--,--,SI,--,SI,SI,--,20,2176,430
--,SI,--,--,SI,SI,SI,SI,SI,20,2353,430
--,--,--,--,--,--,--,SI,SI,20,2631,430
--,--,--,--,--,--,--,SI,SI,20,2781,430
--,--,--,--,SI,--,--,SI,--,20,2822,430
--,--,--,--,SI,--,--,SI,--,20,3365,430
--,--,--,--,--,--,--,SI,SI,20,3398,430
SI,--,--,--,SI,SI,SI,SI,--,20,3520,430
--,--,--,--,SI,--,--,--,--,21,198,8
SI,--,--,--,SI,SI,SI,--,SI,21,2318,8
--,SI,--,--,SI,SI,SI,SI,SI,21,3651,8
--,--,--,SI,SI,--,SI,SI,SI,21,623,10
--,--,--,--,--,--,--,--,SI,21,1025,10
--,--,--,SI,--,--,--,--,--,21,1151,10
--,--,--,SI,SI,--,SI,--,SI,21,3038,10
--,--,--,SI,--,--,--,SI,SI,21,3255,10
--,--,--,SI,SI,--,--,--,SI,21,1387,23
--,--,--,SI,--,--,--,SI,SI,21,2393,23
--,--,--,SI,SI,SI,SI,SI,SI,21,3559,23
SI,SI,--,--,SI,SI,SI,SI,SI,21,911,25
--,SI,--,--,SI,SI,SI,--,SI,21,1654,25
--,--,--,--,--,--,--,--,--,21,3423,31
--,SI,--,SI,SI,SI,SI,SI,SI,21,303,34
--,--,--,--,--,--,SI,SI,SI,21,1081,34
--,--,--,--,--,--,SI,SI,SI,21,1469,34
SI,SI,--,--,SI,--,SI,SI,SI,21,1623,34
--,--,--,--,SI,SI,--,--,--,21,1232,71
--,--,--,--,--,--,--,SI,SI,21,1271,71
--,--,--,--,--,--,--,SI,SI,21,1345,71
--,--,--,SI,--,--,--,SI,--,21,2192,71
--,--,--,--,SI,SI,--,SI,--,21,2305,71
--,--,--,--,SI,SI,--,SI,SI,21,2340,71
--,--,--,--,--,--,--,SI,--,21,2472,71
--,--,--,--,SI,--,--,--,--,21,2867,71
--,--,--,--,--,--,--,SI,--,21,3181,71
--,--,--,--,--,--,--,SI,--,21,3225,71
--,SI,--,--,SI,--,SI,SI,SI,21,1691,25
--,SI,--,--,SI,SI,SI,--,SI,21,2278,25
--,SI,--,--,SI,SI,--,--,--,21,2939,25
--,--,--,--,SI,--,--,SI,SI,21,3710,25
--,--,--,--,--,--,--,--,--,21,27,31
--,--,--,--,--,--,--,--,--,21,170,31
--,--,--,--,--,--,--,--,--,21,191,31
--,--,--,--,--,--,--,--,--,21,735,31
--,--,--,SI,SI,--,--,--,--,21,800,31
--,--,--,SI,SI,SI,SI,SI,SI,21,863,31
--,--,--,--,--,--,--,--,--,21,1686,31
--,--,--,--,--,--,--,--,--,21,1835,31
SI,SI,--,SI,SI,--,SI,SI,SI,21,1840,31
--,--,--,--,SI,SI,--,--,--,21,1890,31
--,--,--,--,SI,--,--,SI,SI,21,2242,31
--,--,--,--,--,--,--,--,--,21,2252,31
--,--,--,--,SI,--,SI,--,SI,21,3302,31
--,--,--,--,--,--,--,--,--,21,3422,31
SI,SI,--,SI,SI,SI,SI,SI,SI,21,256,177
--,--,--,--,--,--,--,SI,--,21,249,177
--,--,--,SI,SI,--,--,SI,SI,21,1404,177
--,--,--,--,--,--,--,--,--,21,1938,177
--,SI,--,SI,SI,--,SI,--,SI,21,2216,177
--,SI,--,--,--,--,--,SI,--,21,3410,177
--,--,--,--,SI,SI,SI,SI,SI,21,2129,190
--,--,--,--,SI,SI,--,SI,--,21,3181,190
--,--,--,--,--,--,--,--,SI,21,1188,208
--,--,--,--,SI,--,--,--,SI,21,1193,208
--,--,--,SI,SI,--,--,--,--,21,1216,208
--,--,--,--,--,--,--,--,--,21,1312,208
--,--,--,SI,--,--,--,--,--,21,1600,208
--,--,--,--,--,--,--,--,--,21,1737,208
--,--,--,--,--,--,--,--,--,21,1738,208
--,--,--,--,--,--,--,--,--,21,2663,279
--,--,--,SI,SI,--,SI,--,SI,21,2777,208
--,--,--,--,--,--,--,--,--,21,3181,208
--,--,--,--,SI,--,--,--,SI,21,1223,211
--,--,--,--,--,--,SI,SI,SI,21,1228,211
--,--,--,SI,SI,--,SI,SI,SI,21,2376,211
SI,--,--,--,SI,SI,SI,SI,SI,21,3331,211
--,--,--,--,SI,--,--,SI,SI,21,3535,211
--,--,--,--,SI,--,--,--,--,21,3892,211
--,--,--,--,SI,SI,--,SI,SI,21,3792,248
--,SI,--,--,SI,--,--,--,SI,21,3814,272
--,--,--,--,--,--,--,--,SI,21,44,279
--,--,--,SI,--,--,--,--,SI,21,102,279
--,--,--,--,--,--,--,--,--,21,1644,279
--,--,--,--,--,--,--,--,SI,21,1651,279
--,--,--,--,SI,--,--,--,SI,21,2118,279
--,--,--,--,--,--,--,--,SI,21,2138,279
--,--,--,--,--,--,--,--,--,21,2142,279
--,--,--,SI,--,--,--,--,--,21,2820,279
SI,SI,--,--,SI,SI,SI,SI,SI,21,2900,279
--,--,--,--,--,--,--,--,SI,21,3003,279
--,--,--,SI,SI,--,SI,--,SI,21,3396,279
--,--,--,--,SI,--,--,SI,--,21,3867,279
--,--,--,--,SI,--,--,--,--,21,1176,287
--,--,--,--,SI,--,--,SI,SI,21,3309,287
--,--,--,SI,SI,--,SI,SI,--,21,3735,287
--,--,--,--,SI,--,--,SI,--,21,1271,299
--,--,--,--,--,--,--,SI,--,21,2067,299
--,--,--,SI,SI,--,SI,SI,SI,21,2530,299
--,--,--,--,--,--,--,--,--,21,2770,299
--,--,--,SI,SI,--,SI,--,--,21,2935,299
--,--,--,--,--,--,--,SI,--,21,3251,299
--,--,--,--,SI,--,--,--,--,21,2925,321
--,SI,--,--,SI,--,SI,SI,SI,21,3328,321
--,--,--,--,--,--,--,SI,--,21,3329,321
--,--,--,--,SI,SI,--,--,--,21,806,343
--,--,--,--,--,--,--,--,SI,21,799,343
--,--,--,--,SI,SI,--,--,SI,21,966,343
--,--,--,--,--,--,--,--,SI,21,1216,343
--,--,--,--,--,--,--,SI,SI,21,1600,343
--,--,--,--,SI,SI,--,--,--,21,1939,343
--,--,--,--,--,--,--,--,--,21,2224,343
--,--,--,SI,SI,--,--,--,--,21,2232,343
--,--,--,--,SI,SI,--,--,--,21,2327,343
--,--,--,--,--,--,--,--,SI,21,2785,343
--,--,--,--,--,--,--,--,--,21,2985,343
--,--,--,--,--,--,--,--,--,21,3274,343
SI,--,--,SI,SI,SI,SI,SI,SI,21,3381,343
--,--,--,--,--,--,--,--,--,21,3658,343
--,--,--,--,SI,SI,--,--,--,21,3773,343
--,--,--,--,--,--,--,--,--,21,3813,343
--,--,--,--,SI,--,--,--,--,21,3851,343
--,SI,--,--,SI,--,--,SI,SI,21,885,332
--,--,--,--,SI,SI,--,SI,--,21,2603,332
--,SI,--,--,SI,SI,SI,SI,SI,21,3281,332
SI,--,--,--,SI,SI,SI,SI,SI,21,518,333
--,--,--,--,SI,SI,--,SI,SI,21,913,333
SI,--,--,SI,SI,SI,SI,SI,SI,21,1448,333
--,--,--,SI,--,--,SI,SI,SI,21,1703,333
--,--,--,SI,SI,SI,--,--,SI,21,3849,333
--,--,--,SI,--,--,--,SI,SI,21,815,352
--,--,--,SI,SI,--,SI,--,SI,21,2256,352
--,--,--,--,SI,--,--,SI,SI,21,3776,352
--,--,--,--,SI,SI,SI,SI,SI,21,564,372
--,--,--,--,--,--,--,--,SI,21,1401,372
SI,SI,SI,SI,SI,SI,SI,SI,SI,21,3250,71
--,--,--,--,SI,SI,--,SI,--,21,3861,71
--,--,--,--,--,--,--,SI,--,21,3883,71
--,--,--,--,--,--,--,--,--,21,147,97
SI,--,--,SI,SI,SI,SI,--,SI,21,830,97
SI,--,--,--,--,--,SI,--,--,21,1394,97
SI,SI,--,SI,SI,SI,SI,SI,SI,21,1489,97
--,--,--,SI,SI,--,--,SI,--,21,2033,97
--,--,--,--,--,--,--,--,--,21,3181,97
--,--,--,SI,SI,SI,--,SI,--,21,3362,97
--,--,--,SI,SI,--,--,SI,SI,21,3682,97
--,--,--,--,SI,--,--,SI,--,21,1200,108
--,--,--,--,--,--,--,SI,--,21,1898,108
--,--,--,SI,SI,--,--,--,SI,21,2237,108
--,--,--,--,SI,SI,--,SI,SI,21,1403,372
--,--,--,--,--,--,--,--,--,21,3732,372
--,--,--,--,SI,SI,SI,--,SI,21,1512,388
--,--,--,SI,SI,SI,--,SI,SI,21,3907,390
--,--,--,--,SI,SI,--,SI,SI,21,2531,390
--,--,--,--,SI,--,--,SI,--,21,3301,390
--,--,--,--,--,--,--,--,--,21,3327,390
--,--,--,--,--,--,--,--,--,21,3805,390
--,--,--,--,--,--,--,--,--,22,495,5
--,--,--,--,--,--,--,--,--,22,496,5
--,--,--,--,--,--,--,--,--,22,497,5
--,--,--,--,SI,--,--,--,--,22,498,5
--,--,--,--,SI,SI,--,--,--,22,499,5
--,--,--,--,--,--,--,--,--,22,500,5
--,--,--,--,--,--,--,--,--,22,501,5
--,--,--,--,--,--,--,--,--,22,502,5
--,--,--,--,--,--,--,--,--,22,1117,5
--,--,--,--,--,--,--,--,--,22,1118,5
--,--,--,--,--,--,--,--,--,22,1119,5
--,--,--,--,--,--,--,--,--,22,1120,5
SI,SI,SI,SI,SI,SI,SI,SI,SI,20,2944,168
SI,SI,--,--,SI,--,SI,SI,SI,20,3076,168
SI,SI,--,--,SI,SI,SI,SI,--,20,3341,168
--,--,--,--,SI,--,SI,--,SI,20,3551,168
SI,SI,--,--,SI,SI,SI,SI,SI,20,3666,168
SI,SI,--,SI,SI,SI,SI,--,SI,20,3733,168
--,--,--,--,--,--,--,SI,--,20,344,202
SI,--,--,SI,SI,--,SI,SI,--,20,573,202
SI,SI,--,SI,SI,SI,SI,SI,--,20,741,202
SI,SI,--,--,SI,--,SI,--,SI,20,695,202
SI,--,--,--,SI,--,SI,SI,SI,20,211,217
--,SI,--,SI,SI,--,--,SI,--,20,219,217
--,--,--,--,--,--,--,SI,--,20,586,217
--,--,--,--,SI,--,SI,--,--,20,620,217
--,--,--,SI,SI,--,SI,SI,--,20,640,217
SI,--,--,SI,SI,--,SI,SI,--,20,1357,217
SI,--,--,--,SI,SI,SI,SI,--,20,2016,217
SI,--,--,--,SI,SI,SI,SI,--,20,2149,217
SI,--,--,--,SI,SI,SI,--,SI,20,2459,217
SI,--,--,SI,SI,SI,SI,SI,--,20,2508,217
--,--,--,--,SI,SI,--,--,--,20,2632,217
--,--,--,--,--,--,--,--,--,20,2634,217
SI,SI,--,--,SI,SI,SI,SI,--,20,2945,217
--,--,--,--,--,--,--,--,--,20,2908,217
--,--,--,--,--,--,--,--,--,20,2964,217
SI,SI,--,SI,SI,SI,SI,--,SI,20,3151,217
SI,SI,SI,SI,SI,SI,SI,SI,SI,20,3217,217
SI,SI,--,SI,SI,SI,SI,SI,--,20,3254,217
SI,--,--,SI,SI,SI,SI,SI,--,20,3271,217
--,--,--,--,SI,SI,--,--,--,20,3540,217
--,--,--,--,SI,--,--,--,--,20,3694,217
--,--,--,--,--,--,SI,SI,--,20,728,231
--,--,--,--,--,--,SI,SI,--,20,1087,231
--,--,--,SI,SI,--,SI,--,--,20,1351,231
--,--,--,--,SI,--,SI,SI,--,20,1360,231
SI,SI,--,SI,SI,SI,SI,SI,SI,20,1373,231
--,--,--,--,SI,SI,SI,SI,--,20,1445,231
SI,--,--,SI,SI,SI,SI,SI,--,20,1482,231
SI,--,--,--,SI,--,SI,SI,--,20,1609,231
--,--,--,--,--,--,--,SI,--,20,1660,231
SI,--,--,SI,SI,SI,SI,SI,--,20,1684,231
--,--,--,--,--,--,--,--,--,20,1754,231
