Poblacion,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,SATELITAL,WIRELESS,TELEFONIAFIJA,3G,4G,link,Latitud,Longitud,id_Provincia,id_Localidad,id_Partido
705,--,--,--,--,--,--,--,SI,SI,86147150.0,"-27,634837302922","-64,8202799876287",21,3773,343
47,--,--,--,--,--,--,--,--,--,86147160.0,"-27,49690","-64,86360",21,3813,343
647,--,--,--,--,--,--,--,--,SI,86147170.0,"-27,4161954364863","-64,7457788845071",21,3851,343
403,--,SI,--,--,SI,SI,--,--,SI,86154010.0,"-30,0328848601865","-61,9858847419354",21,885,332
241,--,--,--,--,--,SI,--,SI,SI,86154020.0,"-29,6498507669034","-62,0186380619386",21,2603,332
2878,--,SI,--,--,SI,SI,SI,SI,SI,86154030.0,"-29,7411965865744","-61,9305030989562",21,3281,332
6352,SI,--,--,--,SI,SI,SI,SI,SI,86161010.0,"-27,8529414386088","-63,9976109802064",21,518,333
4197,--,--,--,--,SI,SI,--,SI,SI,86161020.0,"-27,7503159458049","-63,7954247865397",21,913,333
12886,SI,--,--,SI,SI,SI,SI,SI,SI,86161030.0,"-27,92580","-63,89610",21,1448,333
5463,--,--,--,SI,SI,SI,SI,--,--,86161040.0,"-27,8988045313331","-63,9153240631198",21,1703,333
932,--,--,--,SI,SI,--,--,SI,SI,86161050.0,"-27,8080876156289","-64,0900764558405",21,3849,333
539,--,--,--,SI,SI,SI,--,--,--,86168010.0,"-28,795424","-63,574164",21,815,352
2573,--,--,--,SI,SI,--,SI,--,SI,86168020.0,"-28,9961060752517","-63,3596611334149",21,2256,352
829,--,--,--,--,SI,SI,--,--,SI,86168030.0,"-28,804238","-63,427367",21,3776,352
1878,--,--,--,--,SI,SI,SI,SI,SI,86175010.0,"-28,2625484480748","-63,8794848442523",21,564,372
388,--,--,--,--,SI,--,--,--,--,86175020.0,"-28,066906709842","-63,9232936486892",21,1401,372
252192,SI,SI,SI,SI,SI,SI,SI,SI,SI,86049110.0,"-27,8089009906807","-64,2166602117129",21,3250,71
219,--,--,--,--,--,SI,--,SI,SI,86049120.0,"-27,85280","-64,23000",21,3861,71
201,--,--,--,--,--,SI,--,--,--,86049130.0,"-27,87170","-64,24440",21,3883,71
166,--,--,--,--,--,--,--,--,--,86063010.0,"-28,4435975805854","-64,8622051979914",21,147,97
1042,SI,--,--,SI,SI,--,SI,SI,SI,86063020.0,"-28,49424","-64,85630",21,830,97
409,SI,--,--,--,--,--,SI,--,--,86063030.0,"-28,4336985809233","-64,6630390297412",21,1394,97
26649,SI,SI,--,SI,SI,SI,SI,SI,SI,86063040.0,"-28,6752274468134","-65,043543609352",21,1489,97
1197,--,--,--,SI,--,SI,--,--,SI,86063050.0,"-28,4073548165504","-64,4541927821887",21,2033,97
87,--,--,--,--,--,--,--,--,--,86063070.0,"-28,46011","-64,86656",21,3181,97
691,--,--,--,SI,--,SI,--,SI,SI,86063080.0,"-28,40060","-65,10190",21,3362,97
819,--,--,--,SI,SI,SI,--,--,SI,86063090.0,"-28,4059960583853","-64,7158920819925",21,3682,97
737,--,--,--,--,--,SI,--,--,SI,86056010.0,"-26,0030698341396","-62,323388601784",21,1200,108
69,--,--,--,--,--,SI,--,--,--,86056020.0,"-25,9734496033409","-63,1213341247899",21,1898,108
1729,--,--,--,SI,SI,--,--,--,SI,86056030.0,"-26,1143281340404","-62,0443344069224",21,2237,108
1512,--,--,--,--,SI,SI,--,SI,SI,86175030.0,"-28,0244133561374","-63,6780500726067",21,1403,372
303,--,--,--,--,--,--,--,--,--,86175040.0,"-28,3300482316358","-63,9281703939706",21,3732,372
2584,--,--,--,--,SI,--,SI,SI,SI,86182010.0,"-28,1640640623966","-63,4693456111254",21,1512,388
1136,--,--,--,SI,SI,SI,--,SI,SI,86189010.0,"-28,0781229945078","-64,1575725231187",21,3907,390
1091,--,--,--,--,SI,SI,--,SI,SI,86189020.0,"-28,197257042159","-64,1289571495793",21,2531,390
613,--,--,--,--,--,SI,--,--,SI,86189030.0,"-28,1281475866785","-64,1477934328695",21,3301,390
244,--,--,--,--,--,--,--,--,--,86189040.0,"-28,1967575331195","-64,0357172733602",21,3327,390
98,--,--,--,--,--,--,--,--,--,86189050.0,"-28,1355654399078","-64,0824158634213",21,3805,390
0,--,--,--,--,--,--,--,--,--,,"-77,8740088546501","-34,6265601051448",22,495,5
0,--,--,--,--,--,--,--,--,--,,"-64,8953481540258","-62,8705378154324",22,496,5
0,--,--,--,--,--,--,--,--,--,,"-62,2383693073102","-58,6675435788796",22,497,5
0,--,--,--,--,--,--,--,--,SI,,"-63,3973928907224","-56,997322458775",22,498,5
0,--,--,--,--,--,--,--,SI,SI,,"-64,2406140561753","-56,6250959571072",22,499,5
0,--,--,--,--,--,--,--,--,--,,"-64,9758620236943","-60,0706791228407",22,500,5
0,--,--,--,--,--,--,--,--,--,,"-60,737817304161","-44,7376600159669",22,501,5
0,--,--,--,--,--,--,--,--,--,,"-68,1300703213167","-67,101329501464",22,502,5
0,--,--,--,--,--,--,--,--,--,,"-62,5943496603855","-59,9190536260268",22,1117,5
0,--,--,--,--,--,--,--,--,--,,"-62,9753323251602","-60,6982227022535",22,1118,5
0,--,--,--,--,--,--,--,--,--,,"-64,3256059503534","-62,9763657702779",22,1119,5
0,--,--,--,--,--,--,--,--,--,,"-63,4779032552796","-56,2281462316807",22,1120,5
70549,SI,SI,SI,SI,SI,SI,SI,SI,SI,82049180.0,"-29,1451468389264","-59,6510730563582",20,2944,168
2579,SI,SI,--,--,SI,SI,SI,--,SI,82049190.0,"-28,3823470938865","-59,2645742897512",20,3076,168
2586,SI,SI,--,--,--,SI,SI,SI,SI,82049200.0,"-28,4202062467088","-59,2556740044459",20,3341,168
2696,--,--,--,--,SI,--,SI,--,SI,82049210.0,"-28,4933207178133","-59,6141214862397",20,3551,168
4555,SI,SI,--,--,SI,SI,SI,SI,SI,82049220.0,"-28,2450754331528","-59,4547598305134",20,3666,168
15037,SI,SI,--,SI,SI,--,SI,SI,SI,82049230.0,"-28,4904509578913","-59,3587641281681",20,3733,168
28,--,--,--,--,--,SI,--,--,--,82056010.0,"-32,6103776107001","-61,3244409322018",20,344,202
1098,SI,--,--,SI,--,SI,SI,--,SI,82056020.0,"-32,7399961772877","-61,2915869736645",20,573,202
29205,SI,SI,--,SI,--,SI,SI,SI,SI,82056030.0,"-32,8166867292145","-61,3899661468272",20,741,202
1041,SI,SI,--,--,SI,--,SI,--,SI,82056040.0,"-32,5112871642714","-61,0305147885477",20,695,202
751,SI,--,--,--,SI,SI,SI,--,SI,82063020.0,"-31,4322203707863","-60,6676588774069",20,211,217
2420,--,SI,--,SI,--,SI,--,--,SI,82063030.0,"-31,5577005393669","-60,5166665613111",20,219,217
54,--,--,--,--,--,SI,--,--,--,82063040.0,"-31,1039907773825","-60,7271526484511",20,586,217
313,--,--,--,--,--,--,SI,--,SI,82063050.0,"-31,2410698890417","-60,531189241674",20,620,217
888,--,--,--,SI,--,SI,SI,--,SI,82063060.0,"-31,3995244031815","-60,7491149288676",20,640,217
691,SI,--,--,SI,--,SI,SI,--,SI,82063070.0,"-31,0610951750412","-60,7464379477764",20,1357,217
12334,SI,--,--,--,--,SI,SI,SI,SI,82063080.0,"-31,3092619266382","-60,6607816085928",20,2016,217
2260,SI,--,--,--,--,SI,SI,SI,SI,82063090.0,"-31,1862574038904","-60,7484785939749",20,2149,217
5726,SI,--,--,--,SI,--,SI,SI,SI,82063100.0,"-31,5184864327594","-60,6780997937426",20,2459,217
4206,SI,--,--,SI,--,SI,SI,SI,SI,82063110.0,"-31,2670754515365","-60,7621355398529",20,2508,217
139,--,--,--,--,--,--,--,SI,SI,82063120.0,"-31,567299963712","-60,6617466185791",20,2632,217
67,--,--,--,--,--,--,--,--,--,82063130.0,"-31,5177974435199","-60,6115160069236",20,2634,217
12774,SI,SI,--,--,--,SI,SI,SI,SI,82063140.0,"-31,4935807560402","-60,735411088708",20,2945,217
0,--,--,--,--,--,--,--,--,--,82063070.0,"-31,5644326802115","-60,414954582383",20,2908,217
589,--,--,--,--,--,--,--,--,--,82063150.0,"-31,5286179375841","-60,4756662346225",20,2964,217
10176,SI,SI,--,SI,SI,--,SI,SI,SI,82063160.0,"-31,6061471114691","-60,569631684875",20,3151,217
391164,SI,SI,SI,SI,SI,SI,SI,SI,SI,82063170.0,"-31,645164805431","-60,7093147118987",20,3217,217
65684,SI,SI,--,SI,--,SI,SI,SI,SI,82063180.0,"-31,6648423299398","-60,7626399841519",20,3254,217
7953,SI,--,--,SI,--,SI,SI,SI,SI,82063190.0,"-31,7630683465248","-60,8898606108667",20,3271,217
0,--,--,--,--,--,--,--,SI,SI,82063070.0,"-31,7077603088951","-60,7883380397856",20,3540,217
268,--,--,--,--,--,--,--,--,SI,82063200.0,"-31,3738964582973","-60,664717579411",20,3694,217
137,--,--,--,--,--,SI,SI,--,--,82070010.0,"-31,3666330323604","-61,0172254853249",20,728,231
97,--,--,--,--,--,SI,SI,--,--,82070020.0,"-31,2053110846326","-60,9314003415917",20,1087,231
1490,--,--,--,SI,--,--,SI,--,SI,82070030.0,"-30,6980797094538","-61,0487593646417",20,1351,231
125,--,--,--,--,--,SI,SI,--,SI,82070040.0,"-31,5487780871674","-60,8127223355579",20,1360,231
40145,SI,SI,--,SI,SI,SI,SI,SI,SI,82070050.0,"-31,4505966144136","-60,9310068119638",20,1373,231
1788,--,--,--,--,--,SI,SI,SI,SI,82070060.0,"-31,246393987915","-61,2128816673977",20,1445,231
5109,SI,--,--,SI,--,SI,SI,SI,SI,82070070.0,"-31,5888736174502","-60,9388945830321",20,1482,231
545,SI,--,--,--,--,SI,SI,--,SI,82070080.0,"-31,2705026899597","-61,0727542695818",20,1609,231
310,--,--,--,--,--,SI,--,--,--,82070090.0,"-31,1282518725208","-61,0327676754247",20,1660,231
3999,SI,--,--,SI,--,SI,SI,SI,SI,82070100.0,"-31,4009210645041","-61,0825515659905",20,1684,231
106,--,--,--,--,--,--,--,--,--,82070110.0,"-30,7370340516557","-60,9759511253175",20,1754,231
1037,--,--,--,SI,--,SI,SI,--,SI,82070120.0,"-30,8679477693336","-60,9718116807155",20,1947,231
360,SI,--,--,SI,SI,--,SI,SI,SI,82070130.0,"-31,5722370638803","-60,9959287992772",20,2121,231
579,--,--,--,--,--,SI,SI,--,SI,82070140.0,"-31,0126440481519","-60,9114327492504",20,2371,231
754,SI,--,--,--,--,SI,SI,--,SI,82070150.0,"-31,7932160880623","-60,9818059784844",20,2378,231
425,SI,--,--,--,--,SI,--,--,SI,82070160.0,"-31,3468823835409","-61,235725734005",20,2539,231
4705,SI,--,--,SI,--,SI,SI,SI,SI,82070170.0,"-31,442015817123","-61,2600249614063",20,2706,231
29,--,--,--,--,--,--,--,--,--,82070180.0,"-31,7974834888763","-61,0111678232689",20,2737,231
2118,--,--,--,--,--,SI,SI,SI,SI,82070190.0,"-31,1397689545802","-60,990254156931",20,2796,231
663,--,--,--,--,--,SI,SI,--,SI,82070200.0,"-30,9845868369063","-61,0218281498813",20,2798,231
1533,SI,--,--,--,--,SI,SI,--,--,82070210.0,"-31,5721513951563","-61,3782231110791",20,3035,231
630,--,--,--,--,--,SI,SI,SI,SI,82070220.0,"-31,6847778866246","-60,9413147450231",20,3066,231
10717,SI,SI,--,SI,--,SI,SI,SI,SI,82070230.0,"-31,7284179989089","-61,0913957859145",20,3084,231
812,--,SI,--,--,--,SI,SI,--,SI,82070240.0,"-31,6743105766747","-61,0762585195433",20,3086,231
1927,SI,SI,--,--,--,SI,SI,SI,SI,82070250.0,"-31,7575954064363","-61,1007514980914",20,3087,231
742,--,--,--,SI,--,SI,SI,SI,SI,82070260.0,"-31,6112124759047","-61,1425180717315",20,3134,231
5962,SI,--,--,SI,--,SI,SI,SI,SI,82070270.0,"-31,5545316682675","-61,078514153956",20,3132,231
218,--,--,--,--,--,--,SI,--,--,82070280.0,"-31,6702105890861","-61,3480211476449",20,3164,231
2540,--,SI,--,--,--,--,SI,SI,SI,82070290.0,"-31,7657963305203","-61,3210236384566",20,3209,231
1470,--,--,--,--,--,SI,SI,--,SI,82070300.0,"-31,1222768363914","-60,8888854567848",20,3251,231
484,--,--,--,SI,--,SI,SI,SI,SI,82056050.0,"-32,4634203095763","-61,2910434085442",20,860,202
13,--,--,--,--,--,SI,--,--,--,82056060.0,"-32,5988903254118","-61,3767121670301",20,939,202
5792,SI,SI,--,SI,--,SI,SI,SI,SI,82056070.0,"-32,8494610803638","-61,2545569082818",20,1039,202
54,--,--,--,--,--,SI,--,--,--,82056080.0,"-32,5491600036652","-61,2170944213123",20,2034,202
485,--,SI,--,--,--,SI,SI,--,SI,82056090.0,"-32,7145757","-61,0180654",20,2276,202
3800,SI,--,--,SI,--,--,--,SI,SI,82056100.0,"-32,5758215248523","-60,8553515331513",20,2562,202
1784,--,SI,--,--,--,SI,SI,SI,SI,82056110.0,"-32,6717914164971","-60,8761806736397",20,2799,202
1944,SI,--,--,--,--,SI,SI,SI,SI,82056120.0,"-32,6680220468782","-61,0890486524519",20,3060,202
3263,SI,--,--,SI,--,SI,SI,--,SI,82056130.0,"-32,6055740792488","-60,9481762653391",20,3284,202
9054,SI,--,--,SI,--,SI,SI,SI,SI,82056140.0,"-32,5863515505869","-61,1673292562769",20,3420,202
2820,SI,--,--,SI,--,SI,SI,SI,SI,82056150.0,"-32,9643241574442","-61,5478333256653",20,3627,202
82,--,--,--,--,--,SI,--,--,--,82056160.0,"-32,633431229414","-60,8208776739619",20,3684,202
326,--,--,--,--,SI,SI,--,--,--,82056170.0,"-32,6413858836004","-60,8234183677952",20,3685,202
856,--,--,--,--,--,SI,--,SI,SI,82063010.0,"-31,5551884917333","-60,6783108244693",20,158,217
4034,SI,--,--,--,--,--,SI,SI,SI,82084130.0,"-33,1950187794417","-60,4706038463519",20,1452,336
23281,SI,SI,--,SI,SI,SI,SI,SI,SI,82084140.0,"-32,922782783063","-60,8121802825957",20,1493,336
3419,SI,--,--,SI,SI,SI,SI,SI,SI,82084150.0,"-33,1121588884353","-60,5665737837063",20,1540,336
36994,--,SI,--,SI,--,SI,SI,SI,SI,82084160.0,"-32,8613641656775","-60,7062159770827",20,1603,336
3698,--,SI,--,SI,--,SI,SI,SI,SI,82084170.0,"-32,8512561304404","-60,7884936646076",20,1688,336
36,--,--,--,--,SI,SI,--,SI,SI,82084180.0,"-33,060584803082","-60,6856440118334",20,1817,336
129,--,--,--,--,--,--,--,--,--,82084190.0,"-33,0915734104105","-60,7354254261055",20,2228,336
166,SI,--,--,--,--,--,--,SI,SI,82084200.0,"-33,0800073993365","-60,6355226681116",20,2450,336
26448,SI,--,--,SI,SI,SI,SI,SI,SI,82084210.0,"-32,99881116903","-60,7721592101064",20,2884,336
1146,--,SI,--,SI,--,--,--,--,SI,82084220.0,"-33,1112071010784","-60,7964961630631",20,2727,336
6789,SI,--,--,SI,SI,--,SI,SI,SI,82084230.0,"-33,0730969403696","-60,5789195429283",20,2806,336
497,--,SI,--,--,--,--,SI,--,SI,82084240.0,"-33,1744833504332","-60,8971398400989",20,2818,336
856,SI,--,--,SI,--,SI,SI,--,SI,82084250.0,"-33,2645299958204","-60,7083345859989",20,2823,336
413,--,--,--,--,--,--,--,--,SI,82084260.0,"-33,1315113496399","-60,5078884705177",20,2837,336
948312,SI,SI,SI,SI,SI,SI,SI,SI,SI,82084270.0,"-32,9538142575214","-60,6515379354516",20,2996,336
2577,SI,SI,--,--,--,--,SI,SI,SI,82084280.0,"-33,0239868445344","-60,7561883192345",20,3314,336
835,SI,SI,--,SI,--,SI,SI,--,--,82084290.0,"-33,1771929125315","-60,6677297311463",20,3549,336
259,--,SI,--,--,--,--,SI,--,--,82084300.0,"-33,1271769621356","-60,7090282248961",20,3839,336
80769,SI,SI,--,SI,--,SI,SI,SI,SI,82084310.0,"-33,0224078611601","-60,6336422555152",20,3659,336
4966,SI,SI,--,--,--,SI,SI,SI,SI,82084320.0,"-33,0215698285974","-60,879303488531",20,3898,336
96,--,--,--,--,SI,SI,--,--,--,82091010.0,"-30,1093090599224","-60,9437539322397",20,55,363
905,--,--,--,--,SI,SI,SI,--,SI,82091020.0,"-30,016999568893","-61,5765785011442",20,139,363
1764,SI,SI,--,SI,--,--,SI,SI,SI,82091030.0,"-30,2341495301456","-61,7285807001253",20,230,363
8,--,--,--,--,SI,--,--,--,--,82091040.0,"-29,9827373481556","-61,2428659094376",20,291,363
102,--,--,--,--,SI,--,--,--,--,82091050.0,"-30,4615028173869","-61,2722735128607",20,665,363
14499,SI,SI,--,--,--,SI,SI,SI,SI,82091060.0,"-29,8823371283479","-61,9452374270961",20,761,363
16,--,--,--,--,--,SI,--,--,--,82091070.0,"-30,1449998391803","-61,9147917462344",20,886,363
111,SI,--,--,SI,--,SI,--,--,SI,82091080.0,"-30,6691245233432","-61,7896030300364",20,900,363
562,--,--,--,--,--,SI,--,--,SI,82091090.0,"-30,3022785889636","-61,9844913702309",20,950,363
129,--,--,--,--,--,--,SI,--,--,82091100.0,"-30,664633909429","-61,3207552160733",20,1000,363
220,--,--,--,--,--,SI,--,--,--,82091110.0,"-30,397911889967","-61,6518044215673",20,1090,363
2780,--,SI,--,--,--,SI,SI,SI,SI,82091120.0,"-30,0056765366847","-61,8396467676821",20,1656,363
665,--,--,--,--,--,SI,--,--,SI,82091130.0,"-30,0136747533996","-61,2192947646911",20,1674,363
161,--,--,--,--,SI,SI,SI,--,--,82091140.0,"-30,0876438007142","-61,1797070550573",20,1848,363
112,--,--,--,--,--,--,--,--,--,82091145.0,"-30,4196635334388","-61,0033073134897",20,1925,363
299,--,SI,--,--,--,SI,SI,--,--,82091150.0,"-30,1113966728017","-61,7927608545145",20,1978,363
46,--,--,--,--,--,--,--,--,--,82091160.0,"-29,8953127955717","-61,2911992453769",20,2043,363
545,--,--,--,--,--,SI,SI,--,SI,82091170.0,"-30,6326345828984","-61,6277233886562",20,2098,363
2318,SI,SI,--,SI,--,SI,SI,SI,SI,82091180.0,"-30,7182008702613","-61,469140085345",20,2437,363
347,--,--,--,SI,--,SI,SI,SI,SI,82091190.0,"-30,4901359922347","-61,6348224695165",20,2444,363
79,--,--,--,--,--,SI,--,--,--,82091200.0,"-30,37245992257","-61,1326015812096",20,3909,363
245,SI,--,--,SI,--,SI,--,SI,SI,82091210.0,"-30,7106694051354","-61,6236952048733",20,2596,363
14389,SI,SI,--,SI,SI,SI,SI,SI,SI,82091220.0,"-30,311687011314","-61,2386444593771",20,3094,363
6747,SI,SI,--,SI,--,SI,SI,SI,SI,82091230.0,"-30,3602098529676","-61,9178272634037",20,3119,363
32,--,--,--,--,--,SI,--,--,--,82091240.0,"-30,1866452738191","-61,178528021881",20,3257,363
1083,--,--,--,--,--,SI,SI,--,SI,82091250.0,"-30,6225538384456","-60,9166112630514",20,3315,363
6080,--,--,--,SI,--,--,SI,SI,SI,82091260.0,"-30,5361453460922","-61,9616805839765",20,3322,363
513,--,--,--,--,--,SI,--,SI,SI,82091270.0,"-30,5427027882285","-60,7477102618236",20,3799,363
2606,--,--,--,--,--,--,SI,SI,SI,82091280.0,"-30,2176460355738","-61,877568026694",20,3810,363
2962,--,--,--,--,SI,SI,SI,--,SI,82098010.0,"-29,9103566747475","-59,8281612200693",20,95,367
142,--,--,--,--,--,SI,SI,--,SI,82098020.0,"-30,6581364074941","-60,2307356488107",20,596,367
183,--,--,--,--,SI,--,--,--,--,82098030.0,"-29,5607537201086","-59,9270693537131",20,912,367
329,--,--,--,--,--,SI,--,--,SI,82098040.0,"-30,4477825105448","-60,1409356882605",20,1845,367
7755,--,SI,--,SI,--,SI,SI,SI,SI,82098050.0,"-29,5018294527814","-59,7485934535059",20,2992,367
13604,--,SI,--,SI,--,SI,SI,SI,SI,82098060.0,"-30,5822068409869","-59,9313985183809",20,3129,367
1608,--,SI,--,--,--,--,--,SI,SI,82105010.0,"-32,0800271942926","-60,9770049639573",20,206,368
391,--,--,--,--,--,--,--,--,--,82105020.0,"-32,3349560866515","-60,8760522539552",20,294,368
4650,SI,--,--,--,--,SI,SI,SI,SI,82105030.0,"-32,2366357816462","-60,9827401330363",20,315,368
1655,--,--,--,--,--,SI,--,--,--,82105040.0,"-31,8320800807618","-60,8719647067245",20,332,368
12,--,--,--,--,--,--,--,--,--,82105050.0,"-32,1313356998216","-60,9282685049176",20,368,368
1566,--,--,--,SI,--,--,SI,SI,SI,82105060.0,"-32,1709306189148","-61,1572748282837",20,539,368
158,--,--,--,--,--,--,SI,--,--,82105070.0,"-32,2638306241466","-61,1261488657874",20,703,368
2870,SI,--,--,--,--,--,SI,SI,SI,82105080.0,"-32,298023717348","-61,4107241466286",20,754,368
16873,SI,SI,--,SI,--,SI,SI,SI,SI,82105090.0,"-31,975646712145","-60,9201341188126",20,1010,368
946,SI,--,--,--,--,SI,SI,SI,SI,82105100.0,"-31,8727393656094","-60,8896993521491",20,1122,368
1721,SI,--,--,SI,--,--,SI,--,SI,82105110.0,"-32,3750588242506","-61,091442512126",20,1167,368
2788,--,--,--,--,--,SI,SI,SI,SI,82105120.0,"-32,4343760818819","-60,8185390941723",20,1497,368
19061,SI,--,--,SI,SI,SI,SI,SI,SI,82105130.0,"-32,0326455920318","-61,2199610274248",20,1636,368
857,SI,--,--,SI,--,SI,SI,--,SI,82105140.0,"-31,8770449531764","-61,1288367653984",20,1568,368
950,--,SI,--,--,--,SI,--,--,SI,82105150.0,"-32,16077341012","-61,1104258428642",20,1734,368
487,--,--,--,--,--,SI,SI,--,SI,82105160.0,"-31,9361305275575","-61,0477166860408",20,2035,368
225,SI,--,--,SI,--,--,SI,--,--,82105170.0,"-31,9614431890621","-61,1783800456556",20,2155,368
1368,SI,SI,--,--,--,--,SI,--,SI,82105180.0,"-31,9069668930749","-61,2799295377437",20,2293,368
5634,SI,SI,--,--,--,SI,SI,SI,SI,82105190.0,"-32,4587652553057","-60,8931126475643",20,2303,368
1838,SI,--,--,SI,--,--,SI,SI,SI,82105200.0,"-32,358735658961","-60,9429043010117",20,2445,368
213,--,--,--,--,--,--,--,--,--,82105210.0,"-32,2447218281238","-60,9239839784214",20,2836,368
79,--,--,--,SI,--,--,--,--,SI,82105220.0,"-32,0768953861827","-61,1174234926527",20,3099,368
820,SI,SI,--,--,--,SI,SI,--,--,82105230.0,"-32,1383718722873","-60,9832660246346",20,3100,368
4070,SI,--,--,SI,--,SI,SI,SI,SI,82105240.0,"-32,3735383941398","-61,3606569211003",20,3113,368
4661,SI,SI,--,SI,--,--,SI,--,SI,82105250.0,"-32,3658073636946","-61,3401798286706",20,3114,368
62,--,--,--,--,--,SI,--,--,--,82112010.0,"-30,8575177090903","-60,6486098681792",20,159,369
329,--,--,--,--,--,SI,SI,--,--,82112020.0,"-31,1150071573313","-60,5814003944463",20,729,369
502,--,--,--,--,--,SI,--,--,SI,82112030.0,"-30,3836825866932","-60,3307254883154",20,909,369
41,--,--,--,--,--,SI,--,--,--,82112040.0,"-31,0434861128335","-60,6448661369776",20,1418,369
5335,SI,SI,--,--,--,SI,SI,SI,SI,82112050.0,"-30,3648346894928","-60,4011684048308",20,1575,369
1963,SI,--,--,--,--,SI,SI,--,SI,82112060.0,"-30,2261579523496","-60,3664968225823",20,1881,369
141,--,--,--,--,--,SI,SI,--,--,82112070.0,"-30,3484964424709","-60,5217853393141",20,1948,369
1646,SI,--,--,--,--,SI,SI,SI,SI,82112080.0,"-30,5819493055119","-60,4693860436357",20,2349,369
341,--,--,--,--,--,SI,SI,--,--,82112090.0,"-30,951076187335","-60,4682102211441",20,2501,369
66475,SI,SI,SI,SI,SI,SI,SI,SI,SI,94007010.0,"-53,7870473449159","-67,7132350718047",22,3017,342
2626,SI,--,--,--,SI,SI,SI,SI,SI,94007020.0,"-54,5113867546733","-67,195804463563",22,3404,342
129,--,--,--,--,SI,--,--,SI,SI,94014010.0,"-54,6376860828691","-67,766940855265",22,2011,424
56593,SI,SI,SI,SI,SI,SI,SI,SI,SI,94014020.0,"-54,8036404601709","-68,3160624772532",22,3476,424
492,--,--,--,--,SI,SI,--,--,--,90007080.0,"-26,2918847472245","-64,5005128631092",23,14,46
394,--,--,--,--,--,--,--,--,SI,90007010.0,"-26,6843396000243","-65,0481349066456",23,471,46
2395,--,--,--,--,--,--,SI,SI,SI,90007020.0,"-26,7583605607957","-65,0693888917573",23,1217,46
238,--,--,--,--,--,--,--,--,--,90007030.0,"-26,6571859218044","-65,0483602838482",23,1275,46
3059,--,--,--,--,--,SI,SI,--,SI,90007040.0,"-26,5736893005766","-64,5576861101138",23,1507,46
1409,--,--,--,--,--,--,SI,SI,SI,90007050.0,"-26,6881473308745","-64,9464369337093",23,1966,46
481,--,--,--,--,--,--,--,SI,SI,90007060.0,"-26,7303436942447","-65,0113600491402",23,2306,46
471,--,--,--,--,--,SI,--,SI,SI,90007070.0,"-26,7398606901892","-64,6493040222716",23,2699,46
1409,--,--,--,--,--,--,SI,--,SI,90007090.0,"-26,5561603640592","-64,7983838278956",23,3569,46
0,--,--,--,--,--,--,--,SI,SI,74056070.0,"-33,3374661935332","-66,3624600489592",18,2172,217
9,--,--,--,--,--,--,--,--,--,74056110.0,"-33,6458915525894","-66,9934495323611",18,2479,217
1698,--,--,--,--,--,SI,SI,SI,SI,74056120.0,"-33,2187787091432","-66,2307288183005",18,2769,217
0,--,--,--,--,--,--,--,--,--,74056110.0,"-33,2004979408856","-66,3528238194471",18,2773,217
76,--,--,--,--,--,SI,SI,--,--,74056130.0,"-33,501125039306","-66,6514406177997",18,3052,217
330,--,--,--,--,--,SI,--,--,--,74056140.0,"-33,1383053611749","-66,5166859326585",18,3131,217
169947,SI,SI,SI,SI,SI,SI,SI,SI,SI,74056150.0,"-33,3023139659883","-66,3360877357358",18,3159,217
0,--,--,--,--,--,--,--,SI,SI,74056070.0,"-33,2720248979515","-66,2276619762377",18,3191,217
0,--,--,--,--,--,--,--,--,--,74056070.0,"-33,6369138718007","-66,4190419424644",18,3232,217
0,--,--,--,--,--,SI,--,--,--,74056140.0,"-34,12261759","-66,46370684",18,3514,217
201,--,--,--,--,--,SI,--,--,--,74056160.0,"-33,8022746844103","-66,415462549085",18,3895,217
0,--,--,--,--,--,--,--,--,--,74063050.0,"-32,3300123695206","-65,6358594482736",18,313,240
0,--,--,--,--,--,--,--,--,--,74063050.0,"-32,38119255","-65,38616592",18,588,240
0,--,--,--,--,--,--,--,--,--,74063050.0,"-32,32432436","-65,55541004",18,699,240
0,--,--,--,--,--,--,--,--,--,74063050.0,"-32,512546681399","-65,768145317185",18,1244,240
0,--,--,--,--,--,--,--,--,--,74063020.0,"-32,7635126293313","-65,6587252495687",18,1281,240
0,--,--,--,--,--,--,--,--,--,74063050.0,"-32,57970728","-65,68763951",18,1282,240
0,--,--,--,--,--,SI,--,--,--,74063050.0,"-32,34642911","-65,46720015",18,1297,240
0,--,--,--,--,--,--,--,--,--,74063010.0,"-32,62628611","-65,4195124",18,1873,240
0,--,--,--,--,--,SI,--,--,--,74063020.0,"-32,69361676","-65,57906863",18,1966,240
0,--,--,--,--,--,--,--,--,--,74063020.0,"-32,68103703","-65,81152823",18,1990,240
98,--,--,--,--,SI,SI,--,--,--,74063010.0,"-32,7975027746267","-65,75689743163",18,1996,240
100,--,--,--,--,--,SI,--,--,--,74063020.0,"-32,3763580460128","-65,5012041382003",18,2039,240
427,--,--,--,SI,--,SI,SI,--,--,74063050.0,"-32,8769737284291","-65,6345301522077",18,2652,240
0,--,--,--,--,--,--,--,--,--,74063020.0,"-32,76799349","-65,54885162",18,2729,240
40,--,--,--,--,--,SI,--,--,--,74063060.0,"-32,671401244488","-65,6626272217675",18,2766,240
0,--,--,--,--,--,--,--,--,--,74063010.0,"-32,53456755","-65,39953581",18,2831,240
