Poblacion,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,SATELITAL,WIRELESS,TELEFONIAFIJA,3G,4G,link,Latitud,Longitud,id_Provincia,id_Localidad,id_Partido
12705,SI,--,SI,SI,SI,SI,SI,SI,SI,6672010.0,"-36,7755035485732","-59,0871114029954",0,2936,328
11685,SI,SI,--,SI,SI,SI,SI,SI,SI,6679010.0,"-35,4903412429492","-62,9763759840765",0,145,332
1086,SI,--,--,SI,--,--,--,SI,SI,6679020.0,"-35,7048848499519","-63,0230332752501",0,1472,332
1610,--,--,--,--,--,SI,--,SI,SI,6679030.0,"-35,5576529256075","-63,3815800402317",0,1593,332
40,--,--,--,--,--,--,--,--,--,6679040.0,"-35,8703867348478","-63,3742010687724",0,2424,332
239,--,--,--,--,--,--,SI,--,--,6679050.0,"-35,8466320155134","-63,2898118317476",0,2993,332
18,--,--,--,--,--,--,--,--,--,6679060.0,"-35,5118022821456","-63,1882154861262",0,3171,332
522,--,--,--,SI,--,SI,SI,--,SI,6679070.0,"-35,2750295400617","-63,2135436741919",0,3202,332
63,--,--,--,--,--,--,--,--,--,6679080.0,"-35,7656416636683","-63,1386100973601",0,3332,332
0,--,--,--,--,--,--,--,--,--,6686080.0,"-34,1932374145653","-60,6820264999894",0,415,334
37,--,--,--,--,--,--,--,--,--,6686010.0,"-34,1555633544922","-61,0121421813965",0,1842,334
1107,--,--,--,SI,SI,SI,SI,--,SI,6686020.0,"-34,0381002651925","-60,8685264174218",0,2053,334
66,--,--,--,--,--,--,--,--,--,6686030.0,"-34,3735696107802","-60,6523710265627",0,2215,334
901,--,--,--,--,--,SI,--,--,SI,6686040.0,"-34,3588132488617","-60,7845693256007",0,2914,334
23,--,--,--,--,--,--,--,--,--,6686050.0,"-34,0861129760742","-60,6667747497559",0,2976,334
19766,SI,SI,SI,SI,--,SI,SI,SI,SI,6686060.0,"-34,1961600446015","-60,7332636467146",0,2989,334
20,--,--,--,--,--,--,--,--,--,6686070.0,"-34,2689448512236","-60,8717773420981",0,3310,334
52,--,--,--,--,--,--,--,--,--,6686080.0,"-33,9159508805463","-60,9379380238883",0,3714,334
0,--,--,--,--,--,--,--,--,--,6686060.0,"-34,1707175989305","-60,7438336816558",0,3741,334
399,--,--,--,--,--,SI,SI,--,--,6693010.0,"-35,4854690457283","-59,1017155978911",0,674,335
254,--,--,--,--,--,--,--,--,--,10063030.0,"-28,3178432457188","-65,7423447192215",2,2752,147
0,--,--,--,SI,--,--,--,SI,SI,10063050.0,"-28,4237766788262","-65,7062134320732",2,3070,147
26400,SI,SI,SI,SI,SI,SI,SI,SI,SI,6077010.0,"-34,064591121211","-60,1025564443537",0,208,22
732,--,--,--,SI,--,--,SI,SI,SI,6077020.0,"-34,0328240475348","-60,1562270065746",0,3401,22
464,SI,SI,--,--,--,--,--,SI,SI,6077030.0,"-33,9922765156087","-60,2263211205477",0,3859,22
3550,--,--,--,--,--,--,--,SI,SI,6035010.0,"-34,6750056478487","-58,3105634248142",0,193,25
25325,SI,SI,SI,SI,SI,SI,SI,SI,SI,6035010.0,"-34,6626508059016","-58,3656990232718",0,247,25
22745,--,SI,--,SI,--,--,SI,SI,SI,6035010.0,"-34,66910587351","-58,3574544412345",0,1069,25
37392,SI,SI,--,SI,--,SI,SI,SI,SI,6035010.0,"-34,6491266928534","-58,3411774769137",0,1139,25
32384,--,SI,--,SI,--,--,SI,SI,SI,6035010.0,"-34,6847637540553","-58,3726025503412",0,1566,25
7484,--,SI,--,SI,--,--,--,SI,SI,6274010.0,"-34,8790424725562","-58,2898092496787",0,3579,143
12693,--,SI,--,--,--,--,--,SI,SI,6274010.0,"-34,8627929258513","-58,2553232274346",0,3789,143
27308,SI,SI,SI,SI,--,--,SI,SI,SI,6274010.0,"-34,8380276482598","-58,2888899071764",0,3797,143
44632,SI,SI,SI,SI,--,--,SI,SI,SI,6274010.0,"-34,8303193176345","-58,2635239901185",0,3818,143
676,--,--,--,--,SI,SI,SI,SI,SI,6277010.0,"-34,6356616332748","-62,4786821321875",0,551,144
7225,SI,--,--,SI,--,--,SI,SI,SI,6277020.0,"-34,846677699169","-62,4671575805384",0,1458,144
156,--,--,--,--,--,SI,--,--,--,6277030.0,"-34,9522292183733","-62,2174229886622",0,2760,144
1,--,--,--,--,--,SI,--,--,--,6280005.0,"-38,4348806367321","-58,216863731472",0,755,152
6623,--,--,SI,SI,SI,SI,SI,SI,SI,6280010.0,"-38,1119335118514","-57,8415353121543",0,984,152
453,--,--,SI,--,--,SI,SI,SI,SI,6280020.0,"-38,3446881533109","-57,9920393065731",0,2347,152
1307,SI,--,--,--,--,SI,SI,SI,SI,6280030.0,"-38,1486545138318","-58,2230121065801",0,2391,152
129,--,--,--,--,--,SI,--,--,--,10077060.0,"-28,044445782746","-65,6079383578395",2,1998,290
136,--,--,--,--,SI,--,--,--,--,10077070.0,"-27,826913357423","-65,7401079267206",2,2086,290
186,--,--,--,--,--,--,--,SI,SI,10077080.0,"-28,19124607288","-65,670675013192",2,2456,290
1328,--,--,--,SI,--,--,SI,SI,SI,6469010.0,"-34,9846043002155","-61,7729116988591",0,196,243
541,--,--,--,--,--,SI,SI,--,SI,6469020.0,"-34,8710511337121","-61,2895451446375",0,506,243
72,--,--,--,--,--,--,--,--,--,6469030.0,"-34,6966047108596","-61,3250128810539",0,533,243
234,--,--,--,--,--,SI,--,--,--,6469040.0,"-35,3913662871435","-61,9949102331933",0,679,243
1041,SI,--,--,--,--,--,SI,SI,SI,6469050.0,"-35,3321817215807","-61,6140851684372",0,1026,243
1543,--,--,SI,SI,--,--,SI,SI,SI,6469060.0,"-35,0882210775847","-61,5163333232822",0,1332,243
485,SI,--,--,--,--,--,SI,--,--,6469070.0,"-35,3627586364746","-61,8061599731445",0,2120,243
28051,SI,SI,SI,SI,--,--,SI,SI,SI,6469080.0,"-34,869042222818","-61,5291649669285",0,2146,243
1962,--,--,--,--,SI,SI,SI,SI,SI,6469090.0,"-35,1426386337075","-62,2439028944602",0,2660,243
2982,--,--,SI,SI,--,--,SI,SI,SI,6469100.0,"-35,1440875676884","-61,9707859541264",0,2979,243
76,--,--,--,--,--,--,--,--,--,6469110.0,"-34,6758379792473","-61,4657087059048",0,3447,243
12,--,--,--,--,--,SI,--,SI,SI,6476010.0,"-38,5463782386967","-58,557322112625",0,195,244
76,--,--,--,--,--,SI,--,--,--,6476020.0,"-37,9097927118145","-58,9120965943062",0,2141,244
13005,SI,--,SI,SI,--,SI,SI,SI,SI,6476030.0,"-38,165273387122","-58,7822303314999",0,2152,244
36,--,--,--,--,--,SI,SI,--,SI,6476040.0,"-38,3962306181995","-58,670580006548",0,2702,244
10358,SI,SI,SI,SI,--,SI,SI,SI,SI,6693020.0,"-35,4016375824204","-59,3346857845207",0,2994,335
514,--,--,--,SI,--,--,SI,--,--,6700010.0,"-37,512917973477","-62,3116837747426",0,217,349
92,--,--,--,--,--,--,--,--,--,6700020.0,"-37,9769152091143","-62,3326095560459",0,955,349
182,--,--,--,--,--,--,SI,--,--,6700030.0,"-37,9428223013646","-62,284864272698",0,1162,349
785,--,--,--,SI,--,SI,SI,--,SI,6700040.0,"-37,3604343942367","-62,4297386825705",0,1372,349
516,--,--,--,SI,--,--,--,--,--,6700050.0,"-37,7192518502325","-62,6071296330023",0,1599,349
9,--,--,--,--,--,--,--,--,--,6700055.0,"-38,0361082716296","-62,4704140736323",0,2068,349
14383,--,--,--,SI,--,--,SI,SI,SI,6700060.0,"-37,6063896033626","-62,4057728759143",0,2703,349
2276,--,--,--,SI,--,SI,SI,SI,SI,6700070.0,"-37,7636402199499","-62,3506328041255",0,3036,349
213,--,--,--,SI,SI,--,SI,SI,--,6707010.0,"-35,6391609182127","-59,6292383440582",0,131,351
0,--,--,--,--,--,--,--,--,--,6707060.0,"-35,767700734608","-59,3038642874232",0,551,351
209,--,--,--,SI,--,--,SI,--,--,6707030.0,"-35,576803202395","-59,6645037628687",0,733,351
1270,--,--,--,--,--,SI,SI,--,SI,6707040.0,"-35,5127172285926","-59,5158202035334",0,1109,351
392,--,--,--,--,--,--,--,--,--,6707050.0,"-35,593907231155","-59,5079734849201",0,2750,351
342,--,--,--,--,--,--,--,--,--,54042060.0,"-26,2310899121585","-54,6247146607981",13,2847,128
2743,--,--,--,--,--,--,--,--,SI,54042070.0,"-26,4268174271826","-54,6857660084129",13,2851,128
48611,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010.0,"-34,623864473461","-58,4018857979853",1,3031,49
4693,--,--,--,SI,SI,SI,SI,SI,SI,10105110.0,"-27,69316213413","-67,608574901701",2,1451,406
0,--,--,--,--,--,--,--,--,--,10105150.0,"-28,1243914662106","-67,4981013989976",2,1963,406
0,--,--,--,--,--,--,--,--,--,10105080.0,"-27,6442427673373","-67,6139458012753",2,1967,406
6,--,--,--,--,--,--,--,--,--,10105120.0,"-28,2769854029709","-67,1074444099184",2,2182,406
999,--,--,--,--,--,--,--,--,SI,10105130.0,"-27,5239130706008","-67,5891477326484",2,2392,406
992,--,--,--,--,--,--,--,--,--,10105140.0,"-27,3395852802531","-67,7592295432626",2,2601,406
0,--,--,--,--,--,--,--,--,--,10105080.0,"-27,6354340349652","-67,6168389660358",2,2609,406
167,--,--,--,--,--,--,--,--,--,10105150.0,"-27,2106668219369","-67,7317928557182",2,2880,406
339,--,--,--,--,--,--,--,--,--,10105160.0,"-27,5632127581426","-67,6355130611556",2,3273,406
301,--,--,--,--,--,--,--,--,SI,10105170.0,"-27,3270122428844","-67,4747701838904",2,3370,406
44132,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010.0,"-34,6437960835294","-58,5191298958228",1,1826,55
11181,SI,SI,--,--,--,SI,SI,SI,SI,14091040.0,"-30,8563966713395","-64,526268881497",5,653,318
672,--,--,--,--,--,SI,--,--,--,14091050.0,"-31,1697129911083","-64,4776214321437",5,700,318
235,--,--,--,--,--,SI,--,--,--,14091060.0,"-30,7720869099195","-64,5441595530858",5,793,318
19458,SI,SI,--,--,--,SI,SI,SI,SI,14091070.0,"-31,240571224569","-64,4655312574209",5,1044,318
510,--,--,--,--,--,SI,--,--,--,14091080.0,"-31,4787781890782","-64,5773466914484",5,1085,318
909,--,--,--,--,--,SI,--,--,SI,14091090.0,"-31,3842597063571","-64,517330819559",5,1411,318
5925,--,SI,--,SI,--,SI,SI,SI,SI,14091100.0,"-31,0600927199176","-64,484304266589",5,1677,318
18604,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010.0,"-34,5606251344745","-58,4749447458843",1,580,58
5758,SI,--,--,SI,--,SI,SI,SI,SI,14147080.0,"-31,8170515932731","-64,2889894059973",5,1116,383
167,--,--,--,--,--,--,--,--,--,14147090.0,"-31,751852051978","-64,3627643049016",5,1132,383
85,--,--,--,--,--,--,--,SI,SI,14147095.0,"-31,6456181955204","-64,481617153406",5,1293,383
29,--,--,--,--,--,--,--,SI,SI,14147100.0,"-31,5345237877237","-64,4559553621678",5,1434,383
170,--,--,--,--,--,--,SI,--,SI,14147110.0,"-31,5854632680747","-64,4548814536225",5,1433,383
419,--,--,--,--,--,--,--,--,SI,14147115.0,"-31,8034930461757","-64,418856525597",5,1783,383
80,--,--,--,--,--,--,SI,--,--,14147120.0,"-31,8374172963205","-64,4336411746815",5,1843,383
207,--,--,--,--,--,--,--,--,SI,14147130.0,"-31,5285694623422","-64,0712556356294",5,1854,383
0,--,--,--,--,--,SI,SI,--,--,14147280.0,"-31,898333","-64,773333",5,1885,383
0,--,--,--,--,--,SI,--,--,--,14147280.0,"-31,6430306930417","-64,3453826897825",5,1887,383
21736,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010.0,"-34,5809741138535","-58,4676516664339",1,3488,61
73,--,--,--,--,--,--,--,--,--,10007010.0,"-27,9072844349135","-65,8265242094263",2,832,14
75,--,--,--,--,--,--,--,--,--,10007020.0,"-28,056472497625","-65,8260844153652",2,979,14
289,--,--,--,--,SI,--,--,--,SI,10007030.0,"-27,9038743420396","-65,8884829262542",2,1194,14
1007,--,--,--,--,SI,SI,SI,--,SI,10007040.0,"-28,2141516424861","-65,8738600634115",2,1313,14
152,--,--,--,--,--,--,--,--,--,10007050.0,"-28,0988458342305","-65,8147464336478",2,1675,14
706,--,--,--,--,SI,--,SI,--,SI,10007060.0,"-28,1764379052117","-65,7863037835082",2,1960,14
74,--,--,--,--,SI,--,--,--,--,10007070.0,"-27,6464168267027","-65,9533446470458",2,2060,14
304,--,--,--,--,--,--,--,--,SI,10007080.0,"-28,1038836314671","-65,8996513641899",2,2082,14
182,--,--,--,--,--,--,--,--,--,10007090.0,"-27,9582295650792","-65,820685723313",2,2193,14
170,--,--,--,--,--,SI,--,--,--,10007100.0,"-27,94999754917","-65,875829814164",2,2255,14
12864,SI,--,--,--,SI,--,SI,SI,SI,18126010.0,"-28,2553374256059","-58,6238010038908",6,3044,350
2569,--,--,--,SI,SI,SI,SI,SI,SI,18126020.0,"-28,1314603295453","-58,7668321022746",6,3157,350
296,--,--,--,--,--,--,--,--,--,18133010.0,"-27,4336721947021","-58,624327887603",6,1721,362
5598,--,--,--,--,SI,SI,SI,SI,SI,18133020.0,"-27,3150060127599","-58,5720142980631",6,2656,362
2563,SI,--,--,--,SI,SI,SI,SI,SI,18133030.0,"-27,3711801624716","-58,5115291113063",6,3093,362
1906,--,--,--,--,--,SI,SI,SI,SI,18133040.0,"-27,455091402543","-58,6530388459631",6,3203,362
12287,--,--,--,--,SI,--,SI,SI,SI,18140010.0,"-27,5081078409756","-58,5554744159758",6,3160,371
890,--,--,--,--,--,--,SI,--,SI,18147010.0,"-28,5373400329858","-57,1712310407172",6,903,372
699,--,--,--,--,--,--,--,--,SI,18147020.0,"-29,3669865639555","-56,8292389472207",6,1628,372
7133,SI,--,--,--,SI,--,SI,SI,SI,18147030.0,"-29,1736584106926","-56,6450161726372",6,1882,372
1736,--,--,--,--,--,--,SI,SI,SI,18147040.0,"-29,4706323042238","-56,8158358918793",6,3885,372
1938,--,--,--,--,SI,SI,SI,--,SI,18154010.0,"-27,7684514067067","-57,274839083927",6,2170,373
4792,--,--,--,--,SI,SI,SI,SI,SI,18154020.0,"-27,9947735055436","-57,5919539782996",6,3173,373
3843,SI,--,--,SI,--,SI,SI,SI,SI,14147280.0,"-31,5560967583723","-64,0080543306962",5,3403,383
494,--,--,--,--,--,--,--,--,--,14147290.0,"-31,608213303048","-64,4403684727464",5,3504,383
487,--,--,--,--,--,SI,--,--,--,14147300.0,"-31,7314776926852","-64,4129622125593",5,3511,383
679,--,--,--,--,--,SI,SI,SI,SI,14147310.0,"-31,7932195162073","-64,5139255175446",5,3600,383
1476,--,--,--,--,--,SI,--,--,--,14147320.0,"-31,6179397578028","-64,3924925248834",5,3840,383
995,--,--,--,--,--,SI,--,SI,SI,14147330.0,"-31,7287879568356","-64,4324174982752",5,3680,383
1364,SI,--,--,--,--,SI,SI,--,--,14147340.0,"-31,7359598057037","-64,4389279396961",5,3701,383
2491,SI,--,--,--,--,--,SI,SI,SI,14147350.0,"-31,5893075812486","-64,3536920462417",5,3745,383
483,--,--,--,--,--,SI,SI,--,--,14147360.0,"-31,8208264119355","-64,3935275639835",5,3783,383
251,--,--,--,--,--,--,--,SI,SI,14147370.0,"-31,4579361723038","-64,4217153267522",5,3804,383
1242,--,--,--,--,--,--,--,--,SI,14147380.0,"-31,4470577243833","-64,3660748415952",5,3890,383
282,--,--,--,SI,--,--,--,--,--,14154010.0,"-30,0682250779624","-64,052875898278",5,614,392
0,--,--,--,--,--,--,--,--,--,14154040.0,"-30,096944","-63,931111",5,766,392
17,--,--,--,--,--,--,--,--,--,14154030.0,"-29,9138372593106","-64,1299817960277",5,840,392
130,--,--,--,--,--,--,--,--,SI,14154040.0,"-29,5775456904692","-64,1070996245776",5,2778,392
2256,--,--,--,SI,SI,--,SI,SI,SI,14154050.0,"-29,7882609409722","-63,9430703616826",5,3111,392
11422,SI,SI,--,SI,--,SI,SI,SI,SI,14161010.0,"-32,1934604986786","-64,2543871859511",5,107,403
495,--,--,--,--,--,SI,SI,--,SI,14161020.0,"-32,033345652856","-63,8628846933814",5,884,403
1727,--,--,--,SI,SI,SI,--,SI,SI,14161030.0,"-32,0252572445237","-64,1931588929625",5,1038,403
1497,--,--,--,SI,--,--,SI,SI,SI,14161040.0,"-32,6108732524704","-63,5798837158318",5,1100,403
313,SI,--,--,--,--,SI,SI,SI,SI,14161050.0,"-32,3234295842043","-63,8704257430147",5,1531,403
10109,SI,SI,--,SI,--,--,SI,SI,SI,14161060.0,"-32,4276148348373","-63,7330119093142",5,1650,403
5110,SI,SI,--,SI,--,SI,SI,SI,SI,14161070.0,"-32,1613056379775","-63,4651919500633",5,1759,403
152,--,--,--,--,--,SI,SI,--,SI,14161080.0,"-32,5100979867632","-63,9290229356551",5,2079,403
5084,SI,--,--,--,SI,SI,SI,SI,SI,14161090.0,"-32,6981884459632","-63,7083103176214",5,2102,403
508,--,--,--,--,--,--,SI,SI,SI,14161100.0,"-32,045928188462","-63,2017981667251",5,2262,403
7544,SI,--,--,--,--,SI,SI,SI,SI,14091110.0,"-30,9792461523826","-64,4909087135044",5,1884,318
16335,SI,SI,--,SI,--,SI,SI,SI,SI,14091120.0,"-31,0919649906581","-64,4864417754562",5,1896,318
103,--,--,--,--,--,SI,--,--,--,14091130.0,"-31,5182256602189","-64,5345928843013",5,2080,318
1242,SI,--,--,--,--,SI,SI,SI,SI,14091140.0,"-30,9269774865861","-64,5026123921004",5,2202,318
6,--,--,--,--,--,--,--,--,--,14091150.0,"-31,2976747453985","-64,5749813483232",5,2321,318
1259,--,SI,--,--,--,SI,SI,--,--,14091160.0,"-31,4668646402709","-64,5427634762868",5,2384,318
126,--,--,--,--,--,--,--,--,--,14091170.0,"-30,7949898871398","-64,5210978856737",5,2888,318
3653,--,SI,--,SI,--,SI,SI,SI,SI,14091180.0,"-31,4782264688487","-64,5289350434399",5,3074,318
852,SI,--,--,--,--,SI,SI,--,--,14091190.0,"-30,9199784063317","-64,5360036651851",5,3098,318
1126,--,--,--,SI,--,SI,--,SI,SI,14091200.0,"-31,3496904364626","-64,4599293921174",5,3191,318
0,--,--,--,--,--,--,--,--,--,14091060.0,"-31,3266874438793","-64,4544689502096",5,3192,318
9526,SI,--,--,SI,--,SI,SI,SI,SI,14091210.0,"-31,2703319860361","-64,4653357678432",5,3227,318
131,--,--,--,--,--,SI,--,SI,SI,14091220.0,"-31,472446933222","-64,5651507693433",5,3346,318
6554,--,--,--,--,--,SI,--,SI,SI,14091230.0,"-31,3549072437345","-64,5909558305817",5,3358,318
287,SI,--,--,--,--,--,SI,--,SI,14098160.0,"-32,8924933762193","-64,8435915248656",5,2040,341
6038,SI,SI,--,SI,--,--,SI,SI,SI,14098170.0,"-33,0892422210207","-64,2868227686533",5,2077,341
145,SI,--,--,--,--,SI,SI,SI,SI,14098180.0,"-32,5348511864127","-64,1052291964295",5,2105,341
766,SI,--,--,SI,--,--,SI,SI,SI,14098190.0,"-33,2839463852241","-64,5781462257606",5,2125,341
368,SI,--,--,--,--,--,SI,--,SI,14098200.0,"-33,4893410861497","-64,4320008051115",5,2319,341
675,--,--,--,--,--,--,SI,--,SI,14098210.0,"-33,636887956776","-63,8900068799972",5,2460,341
32,--,--,--,--,--,--,--,--,SI,14098220.0,"-33,170068435327","-64,049630767807",5,2658,341
157010,SI,SI,SI,SI,SI,SI,SI,SI,SI,14098230.0,"-33,1242631220064","-64,3487377033754",5,3015,341
7716,SI,--,--,SI,--,SI,SI,SI,SI,14098240.0,"-33,3845382952352","-64,7219849539761",5,3064,341
3160,SI,--,--,SI,SI,--,SI,SI,SI,14098250.0,"-33,4978542515606","-64,3151828240087",5,3078,341
3860,SI,--,--,--,--,--,SI,SI,SI,14098260.0,"-33,2059384521037","-64,4348164483493",5,3207,341
11672,SI,--,--,SI,--,SI,SI,SI,SI,14161110.0,"-32,0413174021447","-63,5693820664827",5,2559,403
79,--,--,--,--,--,SI,SI,--,--,14161120.0,"-32,2416827296709","-63,6421868735368",5,2617,403
1208,--,--,--,SI,SI,--,--,SI,SI,14161130.0,"-32,2507581145055","-63,6510140335346",5,2618,403
175,--,--,--,--,--,SI,--,--,SI,14161140.0,"-32,5754281748334","-63,8101580899516",5,2880,403
46421,SI,SI,--,SI,SI,SI,SI,SI,SI,14161150.0,"-32,173100971278","-64,1130560562283",5,3027,403
5298,SI,--,--,--,SI,SI,SI,SI,SI,14161160.0,"-32,2402070251544","-63,9799466045503",5,3355,403
2260,--,--,--,--,--,SI,SI,SI,SI,14161170.0,"-32,1643583032298","-63,892558867184",5,3557,403
115,--,--,--,--,--,--,--,--,--,14168010.0,"-30,8392305968427","-63,8008465946487",5,639,410
1154,--,--,--,--,--,--,SI,SI,SI,14168020.0,"-30,7370875150032","-63,723661877713",5,742,410
550,--,--,--,--,--,--,SI,--,SI,14168030.0,"-30,5729640848008","-63,6517416910945",5,650,410
874,--,--,--,--,--,--,--,--,--,14168040.0,"-30,943220474797","-64,2765349210302",5,1943,410
0,--,--,--,--,--,--,--,--,--,14168030.0,"-30,9548424648838","-64,2147074598285",5,1946,410
1590,SI,--,--,--,--,SI,SI,SI,SI,14168060.0,"-30,5617525961006","-64,0019842072006",5,2105,410
175,--,--,--,--,--,--,--,--,--,14168070.0,"-30,6259742943516","-63,886727301445",5,2225,410
74,--,--,--,--,--,--,--,--,--,14168080.0,"-30,8652763366699","-64,2320175170898",5,3206,410
60,SI,--,--,--,--,SI,SI,--,SI,14147150.0,"-31,7194206060414","-64,4779150030479",5,1940,383
895,--,--,--,--,--,--,--,SI,SI,14147160.0,"-31,4425579240341","-64,3484859265831",5,1949,383
129,--,--,--,--,--,SI,--,--,--,14147170.0,"-31,7574675409558","-64,448690277725",5,1968,383
430,--,--,--,--,--,SI,SI,SI,SI,14147180.0,"-31,7331340814564","-64,4564154524522",5,1982,383
1069,--,--,--,--,--,--,SI,SI,SI,14147190.0,"-31,5262509877113","-64,2847584167114",5,2195,383
1013,--,--,--,--,--,SI,SI,SI,SI,14147200.0,"-31,6484545317081","-64,0899796115028",5,2268,383
7136,SI,--,--,SI,--,SI,SI,SI,SI,14147210.0,"-31,4648051043666","-64,3584261973277",5,2315,383
0,--,--,--,--,--,--,--,--,--,14147220.0,"-31,5725913753684","-64,3341910295503",5,2409,383
0,--,--,--,--,--,--,--,SI,SI,14147217.0,"-31,4572735024583","-64,4057106148379",5,2415,383
518,--,--,--,--,--,SI,--,SI,SI,14147220.0,"-31,9115749813288","-64,2399918461068",5,2458,383
1017,--,--,--,SI,--,SI,SI,SI,SI,14147230.0,"-31,7824159665775","-64,5424068778316",5,2768,383
555,--,--,--,--,--,SI,SI,--,SI,14147240.0,"-31,6465373949134","-64,2584787728338",5,2913,383
134,--,--,--,--,--,--,SI,SI,SI,14147250.0,"-31,7166546515515","-64,6265869046185",5,3091,383
1171,SI,--,--,--,--,--,SI,SI,SI,14147260.0,"-31,435151387072","-64,4492154097951",5,3176,383
263,--,--,--,--,--,--,--,--,--,14147270.0,"-31,5493965148926","-64,1430740356445",5,3308,383
0,--,--,--,--,--,--,--,--,--,14147220.0,"-31,4661292884087","-64,3670949660514",5,3373,383
0,--,--,--,--,--,--,--,--,--,14147220.0,"-31,4723029527477","-64,4707945856239",5,3387,383
436,--,--,--,--,--,SI,SI,--,SI,30008060.0,"-31,9771375050248","-58,3917628888627",7,1871,100
205,--,--,--,--,--,SI,--,--,--,30008070.0,"-32,0030492517654","-58,4934832589352",7,2803,100
670,--,--,--,--,--,SI,SI,SI,SI,30008080.0,"-32,1570049045312","-58,1976616890773",7,2815,100
16336,SI,--,--,--,--,SI,SI,SI,SI,30008090.0,"-32,2021613289668","-58,2095931555666",7,3140,100
3234,SI,--,--,SI,--,SI,SI,SI,SI,30008100.0,"-31,7925728023428","-58,3158517356",7,3461,100
10266,SI,SI,--,SI,--,SI,SI,SI,SI,30008110.0,"-32,1606202225925","-58,4037483450693",7,3626,100
0,--,--,--,--,--,--,--,SI,SI,30015130.0,"-31,4288786267036","-58,0768061386463",7,524,103
879,--,--,--,--,--,SI,--,SI,SI,30015010.0,"-31,507626297952","-58,1334346597166",7,601,103
124,--,--,--,--,--,SI,--,--,SI,30015020.0,"-31,5794028169306","-58,1813678170213",7,864,103
1724,--,--,--,--,--,SI,SI,SI,SI,30015030.0,"-31,2050901632153","-58,0338899223591",7,892,103
640,--,--,--,--,--,--,--,--,--,30015040.0,"-31,3244065210985","-58,1214096714805",7,920,103
0,--,--,--,--,--,--,--,--,--,30015087.0,"-31,4408896802806","-58,1194803676389",7,975,103
149450,SI,SI,--,SI,SI,SI,SI,SI,SI,30015060.0,"-31,3687044068789","-58,0450288431718",7,994,103
0,--,--,--,--,--,--,--,--,--,30015110.0,"-31,0958808459898","-58,290063733468",7,1308,103
316,--,--,--,--,--,SI,SI,--,SI,30015080.0,"-31,469433434517","-58,2636681024626",7,1406,103
190,--,--,--,--,--,SI,--,--,--,30015083.0,"-31,3963812386954","-58,1611535438718",7,1407,103
578,--,--,--,--,--,SI,--,--,SI,30015087.0,"-31,4400282680775","-58,1246631255854",7,1409,103
1543,--,--,--,--,SI,SI,SI,SI,SI,30015090.0,"-31,2693712880357","-58,1060425422369",7,1880,103
0,--,--,--,--,--,--,--,SI,SI,30015130.0,"-31,4119399624827","-58,0740082494429",7,2117,103
3306,--,--,--,--,--,SI,SI,SI,SI,30015100.0,"-31,1707840748941","-58,1873842951633",7,2197,103
453,--,--,--,--,--,SI,--,--,SI,30015110.0,"-31,6473163855612","-58,0158126069679",7,2529,103
1241,--,--,--,--,--,SI,SI,--,SI,30015120.0,"-31,3131","-58,.06",7,2577,103
516,--,--,--,--,--,SI,--,--,SI,30015130.0,"-31,6714729659455","-58,2307912741944",7,2672,103
1274,--,--,--,--,--,SI,SI,--,SI,30015140.0,"-31,530833509471","-58,0128947749058",7,2863,103
0,--,--,--,--,--,--,--,SI,SI,30015130.0,"-31,4037426459166","-58,0394128271546",7,3539,103
0,--,--,--,--,--,--,--,SI,SI,30015130.0,"-31,3299511832527","-58,0174848453444",7,3495,103
895,--,--,--,--,--,SI,SI,SI,SI,30021010.0,"-31,8922864518526","-60,591797746941",7,78,122
25,--,--,--,--,--,--,--,--,--,30021015.0,"-31,9563723140333","-60,4961051979678",7,81,122
519,SI,--,--,--,--,SI,SI,--,SI,30021020.0,"-32,0308328904873","-60,5643359117847",7,83,122
102,--,--,--,--,--,--,SI,--,--,30021030.0,"-31,9260358583332","-60,5483852721123",7,84,122
42,--,--,--,--,--,--,--,--,--,30021040.0,"-31,9625681226479","-60,635713481626",7,86,122
355,--,--,--,--,--,SI,SI,--,--,30021050.0,"-31,9485292712546","-60,5803966416062",7,91,122
2209,--,--,--,--,--,--,SI,--,SI,18161030.0,"-28,8418348631681","-58,8280463835778",6,17,377
2506,--,--,--,--,SI,--,SI,--,--,18161010.0,"-28,9549218176889","-58,5716489831846",6,802,377
440,--,--,--,--,--,--,--,--,SI,18161020.0,"-28,5252148833089","-58,4869345494056",6,943,377
1585,--,--,--,--,SI,--,SI,--,SI,18161040.0,"-28,7505433489253","-58,6545368651224",6,2676,377
7323,--,--,--,--,SI,--,SI,SI,SI,18161050.0,"-28,5732308799035","-58,7100567505645",6,3191,377
803,--,--,--,--,SI,--,--,--,SI,18168020.0,"-28,1729435857266","-55,6513324031087",6,1508,386
30666,SI,--,--,SI,SI,--,SI,SI,SI,18168030.0,"-28,0455566790186","-56,0190197167242",6,1579,386
861,--,--,--,--,--,SI,--,--,SI,18168010.0,"-28,2260143622167","-55,7844092003668",6,1781,386
23299,SI,--,--,--,SI,SI,SI,SI,SI,18168040.0,"-28,5511588178368","-56,0420862814163",6,3254,386
