Año,Trimestre,id_Provincia,<0.512 mbps,0.512 - 1 Mbps,1 - 6 Mbps,6 - 10 Mbps,10 - 20 Mbps,20 - 30 Mbps,>=30 Mbps,Otros,Total,Total2,Diferencia
2019,1,2,340,1708,18761,6443,5606,290,7,2151,34739,35306,-567
2019,1,3,690,3801,38719,25632,18965,12393,6368,1035,106982,107603,-621
2019,1,4,660,3938,71077,6571,7870,740,165,0,82678,91021,-8343
2019,1,5,810,20403,242769,96997,200681,127965,50716,6806,746418,747147,-729
2019,1,6,100,647,38402,26562,15498,9688,5029,0,101659,95926,5733
2019,1,7,180,9217,107013,50068,28957,18146,7619,12142,233180,233342,-162
2019,1,8,111,3023,23085,5301,9027,2099,1654,0,45299,44300,999
2019,1,9,270,2817,30727,7811,4021,300,1141,37162,83736,84249,-513
2019,1,10,2360,8327,70538,4466,1061,1354,405,6980,87085,95491,-8406
2019,1,11,90,1169,40285,4088,5216,170,869,0,51653,51887,-234
2019,1,12,200,1786,205383,2837,5702,1110,140,0,215979,217158,-1179
2019,1,13,470,5946,45266,2589,19111,16552,5167,7654,125633,102755,22878
2019,1,14,1328,3055,52360,1781,21452,17135,11026,6105,114242,114242,0
2019,1,15,3840,1583,84845,2037,13615,9567,5076,3719,120826,124282,-3456
2019,1,16,490,4232,59244,36473,2291,10861,2242,10,136012,115843,20169
2019,1,17,220,2290,62380,2660,5200,30,2,5600,63982,78382,-14400
2019,1,18,570,1200,21380,53214,3450,60,2,23577,98701,103453,-4752
2019,1,19,250,1280,21990,2731,7020,260,4,0,25606,33535,-7929
2019,1,20,3330,2935,296798,122959,153212,74575,36502,18591,732320,708902,23418
2019,1,21,390,3372,62895,20691,3959,850,494,0,91535,92651,-1116
2019,1,22,60,1310,38851,3623,6410,800,29,0,43361,51083,-7722
2019,1,23,160,5188,82240,42877,2621,8470,14839,0,172217,156395,15822
2018,4,0,134673,73761,1422463,194426,577679,949093,265386,19125,3636606,3636606,0
2018,4,1,740,7388,283281,143309,330496,437662,186810,0,1389020,1389686,-666
2018,4,2,340,1669,17955,6425,5461,290,7,2003,33583,34150,-567
2018,4,3,690,3405,36437,25633,18965,12393,6368,0,103270,103891,-621
2018,4,4,660,3917,66061,6215,5310,6230,165,1144,78722,89702,-10980
2018,4,5,810,24102,228475,97277,201639,128053,48809,8903,737339,738068,-729
2018,4,6,100,6438,37376,26562,15498,9688,5029,0,100601,100691,-90
2018,4,7,180,8769,94780,50027,29002,18146,7612,13693,222047,222209,-162
2018,4,8,111,3074,22962,5285,9027,2092,1654,0,45204,44205,999
2018,4,9,270,2803,30727,7811,4021,300,1141,43573,90133,90646,-513
2018,4,10,2410,7727,70508,3661,9780,1328,270,9230,85636,104914,-19278
2018,4,11,90,1164,40285,4088,5216,170,869,30,51651,51912,-261
2018,4,12,200,1463,197450,2494,4726,190,132,0,206304,206655,-351
2018,4,13,470,5981,43267,26019,19226,16566,5167,0,116273,116696,-423
2018,4,14,1328,3044,52313,1781,21452,17135,11025,6287,114365,114365,0
2018,4,15,3840,1225,83412,6430,1344,9569,5070,3094,116837,113984,2853
2018,4,16,490,3659,58492,36365,2291,10861,2242,0,134578,114400,20178
2018,4,17,220,1465,59811,1800,3120,10,1,6060,62398,72487,-10089
2018,4,18,570,1090,19164,53183,1190,620,2,23635,96331,99454,-3123
2018,4,19,250,1150,23107,7790,2060,10,4,5310,24768,39681,-14913
2018,4,20,3350,31397,276301,121009,152039,74432,36427,2845,720390,697800,22590
2018,4,21,390,325,61347,20127,3686,770,483,3260,89335,90388,-1053
2018,4,22,60,270,29919,6323,9894,240,67,0,46260,46773,-513
2018,4,23,160,5244,82089,42766,26111,8470,14839,920,172004,180599,-8595
2018,3,0,9910,80459,1445733,190805,63609,897964,237248,120464,3609754,3046192,563562
2018,3,1,730,8493,287919,147253,370677,41502,165055,0,1394490,1021629,372861
2018,3,2,340,1994,18475,6358,532,340,7,2151,34373,30197,4176
2018,3,3,700,3503,38729,24916,20335,11085,5667,1035,105340,105970,-630
2018,3,4,670,3951,91096,6162,5310,6230,164,0,102594,113583,-10989
2018,3,5,810,24767,224471,96372,221984,109333,39854,649,723352,718240,5112
2018,3,6,110,6754,38364,24953,16601,8357,4419,0,99459,99558,-99
2018,3,7,180,9048,96095,45651,31353,15111,6786,0,204062,204224,-162
2018,3,8,111,3365,22624,5259,9336,1729,1434,0,44857,43858,999
2018,3,9,3450,302,29048,7756,4066,390,623,0,44897,45635,-738
2018,3,10,2420,8417,68507,3153,9200,1189,216,6980,83342,100082,-16740
2018,3,11,90,1291,40647,4138,5425,200,339,0,51869,52130,-261
2018,3,12,200,1525,199297,2476,4727,270,129,0,208201,208624,-423
2018,3,13,480,5749,39617,24747,21212,14674,4547,0,110594,111026,-432
2018,3,14,1396,2244,55822,1647,23785,15218,9718,6105,115935,115935,0
2018,3,15,4090,5221,75929,5120,14912,847,4332,3719,113504,114170,-666
2018,3,16,1160,3721,61795,32782,25582,9224,502,0,133722,134766,-1044
2018,3,17,220,1326,62525,1800,3120,30,1,0,64369,69022,-4653
2018,3,18,570,1090,19170,5294,1190,630,2,1902,74362,29848,44514
2018,3,19,260,1160,32815,7780,2060,10,3,0,33945,44088,-10143
2018,3,20,4670,36786,269211,115907,162545,62479,31266,13911,692572,696775,-4203
2018,3,21,410,255,60260,19116,3806,640,265,0,86102,84752,1350
2018,3,22,60,1870,41569,227,2310,240,13,0,44300,46289,-1989
2018,3,23,160,5993,81559,43282,27062,9410,12187,0,171040,179653,-8613
2018,2,0,1009,81354,1459443,295457,816056,536049,199589,113357,3502314,3502314,0
2018,2,1,730,9234,290291,219166,445345,264805,142253,0,1371167,1371824,-657
2018,2,2,340,2414,14624,6112,4347,360,6,65,34073,28268,5805
2018,2,3,700,2968,34167,24282,21887,9251,4630,1035,98290,98920,-630
2018,2,4,670,4471,85598,5369,40,50,9,501,100533,96708,3825
2018,2,5,810,21779,219630,102596,244291,78852,34950,811,710289,703719,6570
2018,2,6,110,7047,38268,24066,17926,678,3862,0,97960,91957,6003
2018,2,7,180,8179,94459,4457,34281,12012,5920,0,199439,159488,39951
2018,2,8,111,3568,22409,5176,9727,1313,1243,0,44546,43547,999
2018,2,9,3450,332,29319,8083,3977,440,7,0,45095,45608,-513
2018,2,10,2440,8797,68083,2409,9650,9690,179,6980,82344,108228,-25884
2018,2,11,90,1384,40679,4198,564,200,15,0,51945,47130,4815
2018,2,12,200,1658,164596,5150,2660,170,72,33788,200932,208294,-7362
2018,2,13,480,6092,39489,23569,23747,11888,3866,0,108699,109131,-432
2018,2,14,1396,2408,56035,1314,26417,12442,8551,6105,114668,114668,0
2018,2,15,4090,5298,75056,5230,1648,6663,3725,3975,112129,105685,6444
2018,2,16,1160,399,61763,33285,28431,7239,182,0,135006,132459,2547
2018,2,17,220,1378,57591,110,0,30,0,5068,64073,64397,-324
2018,2,18,570,1010,11992,110,0,70,2,9284,21454,23038,-1584
2018,2,19,260,1200,28600,6550,1000,10,3,4267,33772,41890,-8118
2018,2,20,7440,34267,262603,112143,17554,50525,26512,22257,684591,533301,151290
2018,2,21,410,2717,41362,18721,3278,310,31,17589,83770,84418,-648
2018,2,22,60,1880,40912,2217,750,0,0,1070,43505,46889,-3384
2018,2,23,160,6735,79899,44968,27059,1084,8784,1305,169850,169994,-144
2018,1,0,1514,74766,1445752,292732,886678,480237,184203,105818,3471700,3471700,0
2018,1,1,890,10039,292566,222737,487826,227953,127384,0,1368594,1369395,-801
2018,1,2,340,2896,14770,6145,3539,410,4,65,33929,28169,5760
2018,1,3,700,3261,32516,24488,23296,8219,3897,1035,96782,97412,-630
2018,1,4,670,4314,83161,5358,40,50,9,501,97928,94103,3825
2018,1,5,2810,23922,222815,1043,266259,57137,29228,10049,713991,613263,100728
2018,1,6,110,5005,37152,24038,19068,589,3256,0,94420,89218,5202
2018,1,7,180,8861,90080,45599,37401,9818,5071,0,196848,197010,-162
2018,1,8,111,3803,10092,5117,10061,1091,1046,0,32320,31321,999
2018,1,9,3450,4807,27219,8044,3925,490,4,0,44393,47939,-3546
2018,1,10,2450,8119,67104,1616,1076,6140,98,3503,82375,90106,-7731
2018,1,11,90,1485,40680,4217,5831,190,1,0,52242,52494,-252
2018,1,12,200,1662,164599,5010,2660,190,72,33788,200927,208181,-7254
2018,1,13,480,47,35820,23291,26223,10241,3219,0,103542,99321,4221
2018,1,14,1396,2367,59468,1311,29012,9709,7378,6105,116746,116746,0
2018,1,15,4090,5333,74894,5300,17997,4972,3129,3975,111239,119690,-8451
2018,1,16,1160,4459,60334,33088,30771,5145,88,0,134001,135045,-1044
2018,1,17,220,1058,57078,110,0,30,0,5068,63240,63564,-324
2018,1,18,570,1010,11920,110,0,70,2,9284,21382,22966,-1584
2018,1,19,260,1200,28600,6550,1000,10,3,4267,33772,41890,-8118
2018,1,20,1359,33639,262008,108576,1889,39589,22801,23181,680053,493042,187011
2018,1,21,410,291,41298,18914,3449,330,2,17589,84236,82283,1953
2018,1,22,60,3070,33987,20,0,0,0,1070,34409,38207,-3798
2018,1,23,160,7472,78811,45675,26405,1218,7082,1305,167984,168128,-144
2017,4,0,3865,55046,1551194,264645,712513,33514,151747,114182,3188332,2886706,301626
2017,4,1,3140,31411,517018,28404,45812,178396,114939,0,1584238,919120,665118
2017,4,2,340,3182,15315,5904,2927,430,2,2151,29558,30251,-693
2017,4,3,700,3432,37144,24088,20123,729,3289,1035,96471,90540,5931
2017,4,4,670,4313,83676,5355,70,50,9,0,93432,94143,-711
2017,4,5,2910,25411,280837,102892,217602,40898,24251,8429,700611,703230,-2619
2017,4,6,110,522,41080,23686,16046,5053,2675,0,93771,89172,4599
2017,4,7,1685,9078,95466,45189,3001,7958,4113,0,193499,166490,27009
2017,4,8,111,4061,13220,4867,6996,9770,824,0,32055,39849,-7794
2017,4,9,3450,5364,26566,7721,3507,440,3,0,43550,47051,-3501
2017,4,10,3100,8729,66053,1227,7920,3910,81,3503,81086,94523,-13437
2017,4,11,90,1488,40777,4083,5813,220,3,0,52195,52474,-279
2017,4,12,260,1656,177646,4380,2780,290,81,0,180154,187093,-6939
2017,4,13,1053,39,41723,23131,22262,9091,2735,0,103895,100034,3861
2017,4,14,1396,2372,68036,1325,22781,7528,6300,6105,115843,115843,0
2017,4,15,4090,5598,81078,4850,12502,3447,2440,3719,109678,117724,-8046
2017,4,16,6360,4275,73284,32842,18968,3559,84,0,133648,139372,-5724
2017,4,17,220,1062,57525,90,0,20,2,0,58622,58919,-297
2017,4,18,590,1010,12822,80,0,10,7,1902,14900,16421,-1521
2017,4,19,680,780,29073,6550,1000,10,3,0,29978,38096,-8118
2017,4,20,3109,34132,309998,108939,151329,30736,19602,14119,671964,671964,0
2017,4,21,410,3091,43544,18773,3359,320,2,0,68842,69499,-657
2017,4,22,60,3100,31334,20,0,0,0,0,31652,34514,-2862
2017,4,23,1050,8164,78750,45241,24318,1303,4367,0,162248,163193,-945
2017,3,0,6577,51411,1733479,311652,676137,140812,108400,0,3028468,3028468,0
2017,3,1,2830,33924,590689,311411,4263,120675,91917,0,1575199,1155709,419490
2017,3,2,520,3204,15383,5758,2563,500,1,0,27011,27929,-918
2017,3,3,950,3496,40059,23008,20307,3827,2004,0,92796,93651,-855
2017,3,4,4360,3989,71843,2336,30,0,0,0,78607,82558,-3951
2017,3,5,3270,26154,309161,100113,189302,38131,16741,0,679929,682872,-2943
2017,3,6,240,5629,44305,22785,15576,2635,1607,0,92561,92777,-216
2017,3,7,1691,7545,98032,42947,29011,3878,2397,0,185501,185501,0
2017,3,8,1063,3716,13752,5187,6056,8990,459,0,31132,39223,-8091
2017,3,9,3370,5723,26835,7369,2962,410,2,0,43269,46671,-3402
2017,3,10,3430,8244,64794,8550,5880,3270,51,0,75202,94219,-19017
2017,3,11,160,1497,40882,3899,5604,230,3,0,51924,52275,-351
2017,3,12,320,950,158461,1150,670,290,19,0,158818,161860,-3042
2017,3,13,1058,4123,42900,22808,23913,3843,1881,0,100526,100526,0
2017,3,14,2036,1457,72532,1034,20213,7067,4937,0,109276,109276,0
2017,3,15,4220,5641,83900,3060,10116,2965,1659,0,105009,111561,-6552
2017,3,16,6450,4494,78830,32433,1462,2315,63,0,133400,126047,7353
2017,3,17,310,1077,57582,10,0,20,2,0,58695,59001,-306
2017,3,18,630,30,12325,70,0,10,7,0,12406,13072,-666
2017,3,19,1880,230,29102,5420,660,330,1,0,29955,37623,-7668
2017,3,20,3116,34019,320017,104453,125339,24536,12982,0,624462,624462,0
2017,3,21,690,3288,40435,18489,3047,300,2,0,65360,66251,-891
2017,3,22,90,2970,33858,0,0,0,0,0,34164,36918,-2754
2017,3,23,1090,8948,83070,45302,20514,1361,655,0,159959,160940,-981
2017,2,0,7548,47472,1910156,299009,573298,93059,46178,0,2976720,2976720,0
2017,2,1,5560,35663,726223,30497,378571,80234,37977,0,1564194,1294725,269469
2017,2,2,150,3318,15655,5325,2342,470,1,0,26703,27261,-558
2017,2,3,1910,3733,42590,22349,18044,3157,545,0,90609,92328,-1719
2017,2,4,4030,4186,73760,188,0,0,0,0,80229,82164,-1935
2017,2,5,2510,26862,370865,88479,146683,20351,5069,0,658560,660819,-2259
2017,2,6,150,5912,46483,21776,13043,2218,647,0,90094,90229,-135
2017,2,7,168,7944,104422,418,23524,2604,823,0,182797,139903,42894
2017,2,8,1486,3419,14787,4795,4583,7490,139,0,29958,36699,-6741
2017,2,9,3110,5877,26915,6974,2538,420,1,0,42658,45835,-3177
2017,2,10,3560,8633,59045,5580,3360,2440,21,0,69193,82639,-13446
2017,2,11,90,1554,9304,3599,1796,240,2,0,16288,16585,-297
2017,2,12,1090,240,177203,920,500,50,22,0,177505,180025,-2520
2017,2,13,1011,4447,47244,22033,21599,2892,570,0,99796,99796,0
2017,2,14,1542,1395,81272,8490,18051,4774,1703,0,109586,117227,-7641
2017,2,15,9730,5606,88085,2450,799,1921,559,0,105379,109150,-3771
2017,2,16,5940,4719,67576,23185,11333,1068,76,0,108551,113897,-5346
2017,2,17,150,1930,58588,0,0,0,4,0,58800,60672,-1872
2017,2,18,80,40,14014,0,0,10,2,0,14029,14146,-117
2017,2,19,1880,240,30913,5410,660,330,0,0,31765,39433,-7668
2017,2,20,4967,38721,311830,92854,97563,16794,4275,0,567004,567004,0
2017,2,21,260,3539,20384,6432,2802,160,0,0,33199,33577,-378
2017,2,22,160,2850,35409,0,0,0,0,0,35710,38419,-2709
2017,2,23,960,9236,83342,42536,17788,1371,21,0,154390,155254,-864
2017,1,0,6017,83918,2057698,402315,52354,90937,22299,0,3186724,2715538,471186
2017,1,1,5100,1409,678922,218487,277195,66536,19881,0,1262940,1267530,-4590
2017,1,2,150,3328,15861,4901,2161,490,0,0,26315,26891,-576
2017,1,3,1910,3835,44544,21467,15671,3025,314,0,89047,90766,-1719
2017,1,4,4010,4182,73759,1808,0,0,0,0,80150,83759,-3609
2017,1,5,500,28732,391556,82011,118643,19035,2071,0,642098,642548,-450
2017,1,6,150,604,48149,20586,11468,2044,303,0,88605,83304,5301
2017,1,7,168,808,108379,39146,20562,2254,317,0,180418,171634,8784
2017,1,8,1535,3538,15473,4446,4058,6350,22,0,29707,35422,-5715
2017,1,9,3300,6213,27824,6486,2306,440,0,0,43203,46569,-3366
2017,1,10,3620,9279,57739,3310,1920,1650,11,0,68079,77529,-9450
2017,1,11,90,1578,9486,3409,1718,220,2,0,16224,16503,-279
2017,1,12,1060,150,177201,860,500,50,22,0,177485,179843,-2358
2017,1,13,101,4665,45950,23847,19356,2627,166,0,97621,96712,909
2017,1,14,1547,1418,83813,9020,1513,4223,458,0,107491,101992,5499
2017,1,15,9860,5647,89622,2460,6738,1594,200,0,105033,116121,-11088
2017,1,16,5790,4861,70922,21554,9386,2670,74,0,107643,115257,-7614
2017,1,17,80,1920,58588,0,0,0,4,0,58792,60592,-1800
2017,1,18,80,40,14014,0,0,10,2,0,14029,14146,-117
2017,1,19,1900,230,31078,4740,680,300,0,0,31863,38928,-7065
2017,1,20,4966,39463,340418,77152,83008,15775,1831,0,562613,562613,0
2017,1,21,260,3772,21659,6218,2786,170,0,0,34478,34865,-387
2017,1,22,160,2850,35409,0,0,0,0,0,35710,38419,-2709
2017,1,23,960,9682,86470,39155,15951,1383,13,0,152750,153614,-864
2016,4,0,6055,86281,2085605,403575,467398,72348,17279,0,3138541,3138541,0
2016,4,1,5170,1477,704324,225723,264582,53506,16756,0,1266885,1271538,-4653
2016,4,2,150,3478,16519,4889,2077,540,0,0,27032,27653,-621
2016,4,3,1910,3983,45634,21323,14887,2586,250,0,88854,90573,-1719
2016,4,4,4010,4493,73951,1352,0,0,0,0,80197,83806,-3609
2016,4,5,500,2938,404645,77966,108368,15458,1606,0,637473,611481,25992
2016,4,6,150,6109,48995,20187,10908,1645,234,0,88093,88228,-135
2016,4,7,168,8253,110296,38491,19509,1801,280,0,180310,178798,1512
2016,4,8,1573,3519,15791,4114,3855,6490,17,0,29518,35359,-5841
2016,4,9,3030,6225,27778,6143,2134,430,0,0,42626,45740,-3114
2016,4,10,3680,9789,56694,160,3350,1320,11,0,67345,75004,-7659
2016,4,11,90,1646,9635,3334,1675,130,3,0,16315,16513,-198
2016,4,12,1140,160,177194,790,490,50,20,0,177477,179844,-2367
2016,4,13,101,4783,47454,23433,18371,2215,126,0,97392,96483,909
2016,4,14,1539,1406,84859,7920,14153,3073,271,0,106093,113221,-7128
2016,4,15,9980,2953,92967,2480,6317,1174,122,0,104779,115993,-11214
2016,4,16,5770,5027,71636,20787,8611,2390,70,0,106947,114291,-7344
2016,4,17,80,2200,58608,0,0,0,4,0,58840,60892,-2052
2016,4,18,80,40,14014,0,0,10,2,0,14029,14146,-117
2016,4,19,1890,230,31369,3420,800,100,0,0,32013,37809,-5796
2016,4,20,4966,40102,349722,74401,77667,13155,1529,0,561542,561542,0
2016,4,21,260,3925,22246,6178,2664,150,0,0,35054,35423,-369
2016,4,22,160,2850,35409,0,0,0,0,0,35710,38419,-2709
2016,4,23,960,10021,87994,37721,14389,14,10,0,151631,151109,522
2016,3,0,5856,107945,2148475,39353,399116,529,13318,0,3121140,2714592,406548
2016,3,1,3310,9950,759028,208249,240856,38341,13886,0,1261686,1273620,-11934
2016,3,2,150,4038,16183,4845,1853,500,0,0,26984,27569,-585
2016,3,3,1900,5227,46821,21193,13746,2022,217,0,89416,91126,-1710
2016,3,4,4660,519,74375,6740,0,0,0,0,80705,86294,-5589
2016,3,5,480,41329,415075,75988,99225,11691,1322,0,644678,645110,-432
2016,3,6,150,7425,49471,19956,10006,1263,210,0,88346,88481,-135
2016,3,7,1768,10657,110844,38665,17737,1307,248,0,181226,181226,0
2016,3,8,1723,4277,15581,3964,3658,6480,10,0,29861,35693,-5832
2016,3,9,2860,6878,27425,5943,1978,310,0,0,42541,45394,-2853
2016,3,10,3740,10187,55792,150,2240,1140,11,0,66717,73260,-6543
2016,3,11,90,2349,9686,3316,1562,110,2,0,16935,17115,-180
2016,3,12,370,100,178186,730,480,50,17,0,178376,179933,-1557
2016,3,13,101,603,48871,23394,17043,1559,91,0,97998,91662,6336
2016,3,14,1531,1527,87404,6800,12541,2118,225,0,106026,112146,-6120
2016,3,15,1007,6026,90689,2070,5953,7900,99,0,104771,113744,-8973
2016,3,16,1107,6922,71214,20229,8099,1970,50,0,107818,109591,-1773
2016,3,17,80,2450,58577,0,0,0,2,0,58832,61109,-2277
2016,3,18,70,40,14077,0,0,10,2,0,14091,14199,-108
2016,3,19,1890,220,31904,2210,520,90,0,0,32397,36834,-4437
2016,3,20,3958,49501,360606,72657,69864,1021,1308,0,568104,558915,9189
2016,3,21,260,5097,22747,6216,2497,90,0,0,36592,36907,-315
2016,3,22,160,2850,35080,0,0,0,0,0,35381,38090,-2709
2016,3,23,1270,12247,87970,36518,1315,1288,4,0,151304,140612,10692
2016,2,0,10786,133385,2250898,335296,334723,31494,11933,0,3108515,3108515,0
2016,2,1,4352,1736,859039,146091,21301,19597,13477,0,1257302,1065593,191709
2016,2,2,150,5736,14742,4567,1496,470,1,0,26604,27162,-558
2016,2,3,1970,8063,45823,20346,1209,1571,201,0,88291,79183,9108
2016,2,4,5720,5421,73078,7750,0,0,0,0,79846,91969,-12123
2016,2,5,2580,5705,437547,7198,82618,8355,1242,0,659050,545245,113805
2016,2,6,410,10018,47916,192,8851,8030,191,0,87020,75608,11412
2016,2,7,4734,16368,115000,36917,15522,8490,205,0,189595,197236,-7641
2016,2,8,1675,5401,14370,3569,3218,5930,10,0,28836,34173,-5337
2016,2,9,2561,8292,25301,5589,175,30,0,0,43496,41948,1548
2016,2,10,4290,10616,63928,150,1190,960,11,0,75214,81145,-5931
2016,2,11,100,3151,9043,319,1344,30,5,0,16746,13992,2754
2016,2,12,4370,300,176922,610,440,50,20,0,177519,182712,-5193
2016,2,13,1973,7899,49586,21385,1482,1073,96,0,96832,83494,13338
2016,2,14,1916,1691,88854,5830,10241,1285,208,0,104778,110025,-5247
2016,2,15,1189,6107,92158,1940,4877,5200,86,0,105131,111557,-6426
2016,2,16,216,10123,70875,18759,7129,1400,49,0,109235,108551,684
2016,2,17,100,2730,57589,0,0,0,4,0,57876,60423,-2547
2016,2,18,120,40,13931,0,0,10,2,0,13950,14103,-153
2016,2,19,2440,260,31995,1420,200,0,0,0,32427,36315,-3888
2016,2,20,9486,67325,374960,68505,60469,6509,1277,0,588531,588531,0
2016,2,21,7040,6705,22208,5943,2108,10,0,0,37669,44014,-6345
2016,2,22,160,2860,38773,0,0,0,0,0,39075,41793,-2718
2016,2,23,2310,18515,83945,33891,1131,1032,2,0,148926,140826,8100
2016,1,0,7351,9788,2214760,289929,247372,8315,9529,0,2875136,2787044,88092
2016,1,1,231,43686,869048,178665,192644,6577,10838,0,1303768,1301689,2079
2016,1,2,150,6102,14653,4241,1334,420,1,0,26388,26901,-513
2016,1,3,1940,8755,46304,19388,10587,1238,184,0,86650,88396,-1746
2016,1,4,940,5095,72396,1066,0,0,0,0,78651,79497,-846
2016,1,5,1480,59484,414452,65763,66455,4143,1039,0,611484,612816,-1332
2016,1,6,290,1069,47833,18375,7911,5260,170,0,85534,80908,4626
2016,1,7,2864,17749,104137,35104,14057,4570,165,0,174533,178646,-4113
2016,1,8,1738,5731,14163,3229,2906,5440,5,0,28316,33212,-4896
2016,1,9,2543,8558,22383,5188,1623,0,0,0,40295,40295,0
2016,1,10,4260,11065,52117,150,780,710,11,0,63783,69093,-5310
2016,1,11,100,3382,9060,298,1254,20,3,0,16691,14117,2574
2016,1,12,2350,210,175376,470,430,50,17,0,175744,178903,-3159
2016,1,13,9590,8502,50061,19195,13363,7790,68,0,92927,108569,-15642
2016,1,14,172,1737,86310,4790,7893,1430,171,0,98453,102503,-4050
2016,1,15,1171,6105,90038,2030,4246,770,81,0,101921,104441,-2520
2016,1,16,1119,10765,65646,17748,6643,1190,31,0,102071,103142,-1071
2016,1,17,90,3090,56447,0,0,0,2,0,56767,59629,-2862
2016,1,18,80,40,13645,0,0,10,2,0,13660,13777,-117
2016,1,19,1680,290,32188,80,0,0,0,0,32393,34238,-1845
2016,1,20,6492,71565,353525,64117,51293,3754,1063,0,551809,551809,0
2016,1,21,7030,7219,22805,5769,1898,0,0,0,38394,44721,-6327
2016,1,22,160,2850,33003,0,0,0,0,0,33304,36013,-2709
2016,1,23,1060,20092,84008,3149,10046,8710,0,0,146613,127065,19548
2015,4,0,7985,100303,2253197,27456,240188,3835,8180,0,2888246,2641144,247102
2015,4,1,2417,46568,916813,172029,198635,3087,10899,0,1350450,1350448,2
2015,4,2,150,6513,14484,4106,1313,390,1,0,26471,26957,-486
2015,4,3,1940,9593,46771,18608,10092,1136,159,0,86553,88299,-1746
2015,4,4,6250,5774,71881,1680,0,0,0,0,78448,85585,-7137
2015,4,5,1480,63746,427471,62989,67151,3336,1088,0,625929,627261,-1332
2015,4,6,290,11248,48104,17877,7569,4560,150,0,85433,89798,-4365
2015,4,7,2865,18883,104224,33989,13668,3990,163,0,174191,177782,-3591
2015,4,8,1791,6081,14279,2704,2713,5190,4,0,28091,32762,-4671
2015,4,9,2551,8876,21867,5044,1587,0,0,0,39925,39925,0
2015,4,10,5920,12951,48798,160,630,490,10,0,62479,68959,-6480
2015,4,11,100,3638,9127,2937,1215,20,3,0,16932,17040,-108
2015,4,12,2410,230,174719,380,410,50,13,0,175080,178212,-3132
2015,4,13,9590,9169,51029,17281,1369,6750,52,0,92855,95240,-2385
2015,4,14,1727,2061,89678,4550,7934,90,175,0,102039,106215,-4176
2015,4,15,3282,4473,89062,2010,4024,50,75,0,101122,102976,-1854
2015,4,16,1122,11387,65677,17139,6507,990,5,0,101936,102827,-891
2015,4,17,90,3860,55761,0,0,0,2,0,56158,59713,-3555
2015,4,18,80,40,13473,0,0,10,2,0,13488,13605,-117
2015,4,19,1880,260,32338,30,0,0,0,0,32555,34508,-1953
2015,4,20,6659,7577,361264,60985,51258,3079,1189,0,560204,492011,68193
2015,4,21,7030,7836,23074,5669,1856,0,0,0,39138,45465,-6327
2015,4,22,160,2850,32662,0,0,0,0,0,32963,35672,-2709
2015,4,23,1070,218,83887,29942,9507,8370,0,0,146080,132994,13086
2015,3,0,8361,107351,2266948,262564,200491,2642,7720,0,2856078,2856077,1
2015,3,1,2448,4934,942525,159618,175594,2028,10022,0,1341574,1297169,44405
2015,3,2,150,6871,14206,4143,8120,430,1,0,26091,33921,-7830
2015,3,3,2400,10353,47131,19016,7498,9790,157,0,85374,96345,-10971
2015,3,4,6410,5886,71668,1670,0,0,0,0,78362,85634,-7272
2015,3,5,1500,68765,429787,61109,59372,2582,1048,0,622813,624163,-1350
2015,3,6,330,11921,48127,18168,6111,4530,146,0,84959,89333,-4374
2015,3,7,2863,20385,103990,34788,9924,3840,153,0,172487,175943,-3456
2015,3,8,1862,6521,14354,2791,1842,3790,2,0,27751,31162,-3411
2015,3,9,2549,9278,21588,5169,9660,0,0,0,39550,48244,-8694
2015,3,10,6130,13087,47660,90,550,390,10,0,61473,67917,-6444
2015,3,11,100,384,9102,2984,8320,0,3,0,16771,20893,-4122
2015,3,12,2560,250,173430,450,180,50,13,0,173792,176933,-3141
2015,3,13,9580,9809,51234,17367,11654,5590,43,0,91624,105277,-13653
2015,3,14,1733,2124,85044,2100,6599,20,155,0,95867,97775,-1908
2015,3,15,3372,4457,88691,990,3826,10,62,0,100508,101408,-900
2015,3,16,1126,12223,65405,17451,4318,610,5,0,100589,101138,-549
2015,3,17,90,3910,54963,0,0,0,2,0,55365,58965,-3600
2015,3,18,90,40,13286,0,0,10,2,0,13302,13428,-126
2015,3,19,1900,250,32266,20,0,0,0,0,32483,34436,-1953
2015,3,20,6767,80817,363177,59531,42021,232,1133,0,555766,553678,2088
2015,3,21,7030,8332,23158,5956,1249,0,0,0,39398,45725,-6327
2015,3,22,150,2850,36408,20,0,0,0,0,36710,39428,-2718
2015,3,23,1070,23687,83654,29998,6232,6230,0,0,144301,150871,-6570
2015,2,0,8714,137189,2299705,243503,159922,201,6712,0,2857754,2855946,1808
2015,2,1,2493,51799,990112,148569,142976,1482,9258,0,1346690,1346689,1
2015,2,2,150,7253,14003,3776,5930,370,1,0,25678,31483,-5805
2015,2,3,2880,11058,47551,17675,6337,7880,149,0,83846,93530,-9684
2015,2,4,6560,6032,55791,1680,0,0,0,0,62647,70063,-7416
2015,2,5,1560,72695,434717,54993,46415,1956,903,0,611835,613239,-1404
2015,2,6,340,12542,48015,17184,5039,3790,126,0,83319,87036,-3717
2015,2,7,2864,21986,104043,32293,7867,3540,136,0,169543,172729,-3186
2015,2,8,1881,6907,14247,2436,1324,2570,1,0,27053,29366,-2313
2015,2,9,2479,9474,20248,4792,7300,0,0,0,37723,44293,-6570
2015,2,10,5737,8182,46235,270,240,250,10,0,60240,60924,-684
